name,year,genre,runtime,rating,num_votes,revenue,director,actor1,actor2,actor3,rated
catch and release,2006,Comedy,124,6,16586,15300000.0,Susannah Grant,Jennifer Garner,Timothy Olyphant,Kevin Smith,PG_13
quick change,1990,Comedy,89,6.8,14194,15300000.0,Howard Franklin,Bill Murray,Bill Murray,Geena Davis,R
bad girls,1994,Western,99,5,8637,15200000.0,Jonathan Kaplan,Madeleine Stowe,Mary Stuart Masterson,Andie MacDowell,R
the madness of king george,1994,Biography,107,7.3,10791,15200000.0,Nicholas Hytner,Nigel Hawthorne,Helen Mirren,Ian Holm,PG_13
alpha dog,2006,Biography,122,6.9,80038,15200000.0,Nick Cassavetes,Emile Hirsch,Justin Timberlake,Anton Yelchin,R
needful things,1993,Crime,120,6.2,14199,15200000.0,Fraser Clarke Heston,Max von Sydow,Ed Harris,Bonnie Bedelia,R
thinner,1996,Comedy,93,5.6,16725,15200000.0,Tom Holland,Joe Mantegna,Robert John Burke,Lucinda Jenney,R
the corruptor,1999,Action,110,6,14085,15200000.0,James Foley,Yun-Fat Chow,Mark Wahlberg,Ric Young,R
the last exorcism part ii,2013,Drama,88,3.9,11380,15200000.0,Ed Gass-Donnelly,Ashley Bell,Julia Garner,Spencer Treat Clark,PG_13
flowers in the attic,1987,Drama,93,5.6,6581,15200000.0,Jeffrey Bloom,Louise Fletcher,Victoria Tennant,Kristy Swanson,PG_13
cyrano de bergerac,1990,Biography,137,7.6,15693,15100000.0,Jean-Paul Rappeneau,GÃ©rard Depardieu,Anne Brochet,Vincent Perez,PG
arthur and the invisibles,2006,Animation,94,6,22453,15100000.0,Luc Besson,Freddie Highmore,Mia Farrow,Madonna,PG
halloween: the curse of michael myers,1995,Horror,87,4.9,17129,15100000.0,Joe Chappelle,Donald Pleasence,Paul Rudd,Marianne Hagan,NC_17
big top pee-wee,1988,Adventure,86,4.8,6639,15100000.0,Randal Kleiser,Paul Reubens,Penelope Ann Miller,Kris Kristofferson,PG
firestarter,1984,Action,114,6,20488,15100000.0,Mark L. Lester,Drew Barrymore,David Keith,Freddie Jones,R
the adventures of pinocchio,1996,Fantasy,96,5.3,3587,15100000.0,Steve Barron,Martin Landau,Jonathan Taylor Thomas,GeneviÃ¨ve Bujold,G
ponyo,2008,Animation,101,7.7,67866,15100000.0,Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,G
toy soldiers,1991,Action,111,6.4,14489,15100000.0,Daniel Petrie Jr.,Sean Astin,Wil Wheaton,Keith Coogan,R
the invasion,2007,Sci-Fi,99,5.9,60013,15100000.0,Oliver Hirschbiegel,Nicole Kidman,Daniel Craig,Jeremy Northam,PG_13
dead man on campus,1998,Comedy,96,6,10743,15100000.0,Alan Cohn,Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,R
american psycho,2000,Crime,102,7.6,291212,15000000.0,Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,UNRATED
the box,2009,Drama,115,5.6,68456,15000000.0,Richard Kelly,Cameron Diaz,James Marsden,Frank Langella,PG_13
twilight,2008,Drama,122,5.2,300738,15000000.0,Robert Benton,Paul Newman,Susan Sarandon,Gene Hackman,R
twilight,1998,Crime,94,6.2,7515,15000000.0,Robert Benton,Paul Newman,Susan Sarandon,Gene Hackman,R
see no evil,2006,Horror,84,5.1,19394,15000000.0,Gregory Dark,Glenn Jacobs,Christina Vidal,Michael J. Pagan,R
lions for lambs,2007,Drama,92,6.2,37806,15000000.0,Robert Redford,Tom Cruise,Meryl Streep,Robert Redford,R
seven psychopaths,2012,Comedy,110,7.2,152497,15000000.0,Martin McDonagh,Colin Farrell,Woody Harrelson,Sam Rockwell,R
the next best thing,2000,Comedy,108,4.6,8673,15000000.0,John Schlesinger,Madonna,Rupert Everett,Benjamin Bratt,PG_13
solaris,2002,Drama,99,6.2,61702,15000000.0,Steven Soderbergh,George Clooney,Natascha McElhone,Ulrich Tukur,R
solaris,1972,Drama,167,8.1,42184,15000000.0,Steven Soderbergh,George Clooney,Natascha McElhone,Ulrich Tukur,R
get carter,2000,Action,102,5,24017,15000000.0,Stephen Kay,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,R
get carter,1971,Crime,112,7.6,18969,15000000.0,Stephen Kay,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,R
kiss of death,1995,Action,101,5.9,12761,14900000.0,Barbet Schroeder,David Caruso,Samuel L. Jackson,Nicolas Cage,R
killing them softly,2012,Crime,97,6.2,94508,14900000.0,Andrew Dominik,Brad Pitt,Ray Liotta,Richard Jenkins,R
the commitments,1991,Comedy,118,7.5,22758,14900000.0,Alan Parker,Robert Arkins,Michael Aherne,Angeline Ball,R
indian summer,1993,Comedy,97,6.4,3775,14900000.0,Mike Binder,Alan Arkin,Matt Craven,Diane Lane,PG_13
step up all in,2014,Drama,112,6,13248,14900000.0,Trish Sie,Ryan Guzman,Briana Evigan,Adam G. Sevani,PG_13
flirting with disaster,1996,Comedy,92,6.8,13382,14900000.0,David O. Russell,Ben Stiller,Patricia Arquette,TÃ©a Leoni,R
the cave,2005,Action,97,5,25519,14900000.0,Bruce Hunt,Piper Perabo,Morris Chestnut,Cole Hauser,PG_13
election,1999,Comedy,103,7.3,65452,14900000.0,Alexander Payne,Matthew Broderick,Reese Witherspoon,Chris Klein,R
election,2005,Crime,100,7.1,6638,14900000.0,Alexander Payne,Matthew Broderick,Reese Witherspoon,Chris Klein,R
last chance harvey,2008,Drama,93,6.7,16645,14900000.0,Joel Hopkins,Dustin Hoffman,Emma Thompson,Kathy Baker,PG_13
once around,1991,Comedy,115,6.5,3206,14900000.0,Lasse HallstrÃ¶m,Richard Dreyfuss,Holly Hunter,Danny Aiello,R
music of the heart,1999,Drama,124,6.7,8656,14800000.0,Wes Craven,Meryl Streep,Cloris Leachman,Henry Dinhofer,PG
birdman,2014,Comedy,119,8.8,14216,17200000.0,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,Michael Keaton,Zach Galifianakis,Edward Norton,R
threesome,1994,Comedy,93,6.2,10262,14800000.0,Andrew Fleming,Lara Flynn Boyle,Josh Charles,Stephen Baldwin,R
ladybugs,1992,Comedy,90,5.1,6043,14800000.0,Sidney J. Furie,Rodney Dangerfield,JackÃ©e Harry,Jonathan Brandis,PG_13
radio days,1987,Comedy,88,7.6,20378,14800000.0,Woody Allen,Mia Farrow,Dianne Wiest,Mike Starr,PG
not without my daughter,1991,Drama,116,6.1,8379,14800000.0,Brian Gilbert,Sally Field,Alfred Molina,Sheila Rosenthal,PG_13
the adventures of pinocchio,1996,Fantasy,96,5.3,3587,14800000.0,Ippei Kuri,Jim Terry,Danielle Romeo,Lacoya Newsome,NULL
fire birds,1990,Action,85,4.6,4361,14800000.0,David Green,Nicolas Cage,Tommy Lee Jones,Sean Young,PG_13
the substitute,1996,Action,114,5.8,8184,14800000.0,Robert Mandel,Tom Berenger,Raymond Cruz,William Forsythe,R
my left foot,1989,Biography,103,7.9,41882,14700000.0,Jim Sheridan,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,TV_14
tristan + isolde,2006,Drama,125,6.9,41938,14700000.0,Kevin Reynolds,James Franco,Sophia Myles,Rufus Sewell,PG_13
school ties,1992,Drama,106,6.9,15719,14700000.0,Robert Mandel,Brendan Fraser,Matt Damon,Chris O'Donnell,PG_13
the sixth man,1997,Comedy,107,5.6,3915,14700000.0,Randall Miller,Marlon Wayans,Kadeem Hardison,David Paymer,PG_13
kickboxer,1989,Action,97,6.3,29123,14700000.0,Mark DiSalle,David Worth,Jean-Claude Van Damme,Dennis Alexio,R
city of joy,1992,Drama,132,6.3,3604,14700000.0,Roland JoffÃ©,Patrick Swayze,Pauline Collins,Om Puri,PG_13
iron monkey,1993,Action,90,7.6,11927,14700000.0,Woo-ping Yuen,Rongguang Yu,Donnie Yen,Jean Wang,PG_13
arthur 2: on the rocks,1988,Comedy,113,4.2,4584,14700000.0,Bud Yorkin,Dudley Moore,Liza Minnelli,John Gielgud,PG
my soul to take,2010,Horror,107,4.7,14473,14600000.0,Wes Craven,Max Thieriot,John Magaro,Denzel Whitaker,R
children of the corn,1984,Horror,92,5.6,28985,14600000.0,Fritz Kiersch,Peter Horton,Linda Hamilton,R.G. Armstrong,R
my week with marilyn,2011,Biography,99,7,62982,14600000.0,Simon Curtis,Michelle Williams,Eddie Redmayne,Kenneth Branagh,R
the girl next door,2004,Comedy,108,6.8,150822,14600000.0,Luke Greenfield,Emile Hirsch,Nicholas Downs,Elisha Cuthbert,UNRATED
the girl next door,2007,Crime,91,6.8,15267,14600000.0,Luke Greenfield,Emile Hirsch,Nicholas Downs,Elisha Cuthbert,UNRATED
flight of the intruder,1991,Action,115,5.6,4164,14600000.0,John Milius,Danny Glover,Willem Dafoe,Brad Johnson,PG_13
soldier,1998,Action,99,5.9,40797,14600000.0,Paul W.S. Anderson,Kurt Russell,Jason Scott Lee,Jason Isaacs,R
hellraiser,1987,Horror,94,7.1,65460,14600000.0,Clive Barker,Andrew Robinson,Clare Higgins,Ashley Laurence,R
wild at heart,1990,Comedy,125,7.3,52323,14600000.0,David Lynch,Nicolas Cage,Laura Dern,Willem Dafoe,R
school daze,1988,Comedy,121,5.7,4190,14500000.0,Spike Lee,Laurence Fishburne,Giancarlo Esposito,Tisha Campbell-Martin,R
the vanishing,1988,Mystery,107,7.8,21287,14500000.0,George Sluizer,Jeff Bridges,Kiefer Sutherland,Nancy Travis,R
the vanishing,1993,Drama,109,6.2,15999,14500000.0,George Sluizer,Jeff Bridges,Kiefer Sutherland,Nancy Travis,R
fly me to the moon 3d,2008,Animation,84,4.6,3223,14500000.0,Ben Stassen,Trevor Gagnon,Philip Bolden,David Gore,G
tora! tora! tora!,1970,Action,144,7.5,22198,14500000.0,Richard Fleischer,Kinji Fukasaku,Martin Balsam,SÃ´ Yamamura,G
psycho iii,1986,Horror,93,5.2,7907,14500000.0,Anthony Perkins,Anthony Perkins,Diana Scarwid,Jeff Fahey,R
welcome to mooseport,2004,Comedy,110,5.2,9905,14500000.0,Donald Petrie,Gene Hackman,Ray Romano,Maura Tierney,PG_13
in love and war,1996,Biography,113,5.9,6143,14500000.0,Richard Attenborough,Sandra Bullock,Chris O'Donnell,Mackenzie Astin,PG_13
life or something like it,2002,Comedy,103,5.8,17264,14400000.0,Stephen Herek,Angelina Jolie,Edward Burns,Tony Shalhoub,PG_13
hollywoodland,2006,Biography,126,6.6,27140,14400000.0,Allen Coulter,Adrien Brody,Ben Affleck,Diane Lane,R
the chamber,1996,Drama,113,5.9,9405,14400000.0,James Foley,Chris O'Donnell,Gene Hackman,Faye Dunaway,R
halloween iii: season of the witch,1982,Horror,98,4.4,24278,14400000.0,Tommy Lee Wallace,Tom Atkins,Stacey Nelkin,Dan O'Herlihy,R
snow falling on cedars,1999,Drama,127,6.8,11672,14400000.0,Scott Hicks,Ethan Hawke,Max von Sydow,YÃ»ki KudÃ´,PG_13
ishtar,1987,Action,107,4.1,8036,14400000.0,Elaine May,Warren Beatty,Dustin Hoffman,Isabelle Adjani,PG_13
awake,2007,Crime,84,6.5,57024,14400000.0,Joby Harold,Hayden Christensen,Jessica Alba,Terrence Howard,R
memoirs of an invisible man,1992,Comedy,99,5.9,15010,14400000.0,John Carpenter,Chevy Chase,Daryl Hannah,Sam Neill,PG_13
rapid fire,1992,Action,95,6.2,5415,14400000.0,Dwight H. Little,Brandon Lee,Powers Boothe,Nick Mancuso,R
immortal beloved,1994,Biography,121,7.4,16767,14400000.0,Bernard Rose,Gary Oldman,Jeroen KrabbÃ©,Isabella Rossellini,R
tea with mussolini,1999,Drama,117,6.9,8469,14300000.0,Franco Zeffirelli,Maggie Smith,Judi Dench,Joan Plowright,PG
star trek ii: the wrath of khan,1982,Action,113,7.7,80436,14300000.0,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley,PG
friday the 13th part viii: jason takes manhattan,1989,Horror,100,4.4,19176,14300000.0,Rob Hedden,Jensen Daggett,Kane Hodder,Todd Caldecott,TV_MA
dark city,1998,Mystery,100,7.8,135441,14300000.0,Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,R
godsend,2004,Drama,102,4.8,21079,14300000.0,Nick Hamm,Robert De Niro,Greg Kinnear,Rebecca Romijn,PG_13
excess baggage,1997,Action,101,5.2,9797,14300000.0,Marco Brambilla,Alicia Silverstone,Benicio Del Toro,Christopher Walken,PG_13
the mosquito coast,1986,Adventure,117,6.6,19500,14300000.0,Peter Weir,Harrison Ford,Helen Mirren,River Phoenix,PG
ballistic: ecks vs. sever,2002,Action,91,3.6,15802,14300000.0,Wych Kaosayananda,Antonio Banderas,Lucy Liu,Talisa Soto,R
lockout,2012,Action,95,6.1,73046,14300000.0,James Mather,Stephen St. Leger,Guy Pearce,Maggie Grace,PG_13
the wizard,1989,Adventure,96,6,9231,14300000.0,Todd Holland,Fred Savage,Luke Edwards,Jenny Lewis,PG
josie and the pussycats,2001,Comedy,98,5.3,17596,14300000.0,Harry Elfont,Deborah Kaplan,Rachael Leigh Cook,Tara Reid,PG_13
true grit,2010,Adventure,110,7.7,201768,14200000.0,Henry Hathaway,John Wayne,Kim Darby,Glen Campbell,TV_14
true grit,1969,Adventure,128,7.4,28807,14200000.0,Henry Hathaway,John Wayne,Kim Darby,Glen Campbell,TV_14
freddy got fingered,2001,Comedy,87,4.5,36907,14200000.0,Tom Green,Tom Green,Rip Torn,Marisa Coughlan,R
amelia,2009,Adventure,111,5.8,8784,14200000.0,Mira Nair,Hilary Swank,Richard Gere,Ewan McGregor,PG
supernova,2000,Horror,90,4.7,12992,14200000.0,Walter Hill,James Spader,Peter Facinelli,Robin Tunney,R
prince of darkness,1987,Horror,102,6.7,20807,14200000.0,John Carpenter,Donald Pleasence,Lisa Blount,Jameson Parker,R
disaster movie,2008,Comedy,87,1.9,67151,14200000.0,Jason Friedberg,Aaron Seltzer,Carmen Electra,Vanessa Lachey,UNRATED
ernest scared stupid,1991,Comedy,91,5.7,7538,14100000.0,John R. Cherry III,Jim Varney,Eartha Kitt,Austin Nagler,PG
dirty dancing: havana nights,2004,Romance,86,6,18942,14100000.0,Guy Ferland,Diego Luna,Romola Garai,Sela Ward,PG_13
the messenger: the story of joan of arc,1999,Adventure,148,6.4,51337,14100000.0,Luc Besson,Milla Jovovich,John Malkovich,Rab Affleck,R
spring breakers,2012,Action,94,5.3,89661,14100000.0,Harmony Korine,Vanessa Hudgens,Selena Gomez,Ashley Benson,R
poltergeist iii,1988,Horror,98,4.5,10833,14100000.0,Gary Sherman,Heather O'Rourke,Tom Skerritt,Nancy Allen,PG_13
cool world,1992,Animation,102,4.7,14617,14100000.0,Ralph Bakshi,Gabriel Byrne,Kim Basinger,Brad Pitt,PG_13
how to deal,2003,Comedy,101,5.6,7730,14100000.0,Clare Kilner,Mandy Moore,Trent Ford,Dylan Baker,PG_13
diner,1982,Comedy,110,7.2,13216,14100000.0,Barry Levinson,Steve Guttenberg,Mickey Rourke,Kevin Bacon,R
maximum risk,1996,Action,101,5.4,13867,14100000.0,Ringo Lam,Jean-Claude Van Damme,Natasha Henstridge,Jean-Hugues Anglade,R
the arrival,1996,Action,115,6.3,22719,14000000.0,David Twohy,Charlie Sheen,Lindsay Crouse,Richard Schiff,PG_13
fairytale: a true story,1997,Drama,99,6.5,4178,14000000.0,Charles Sturridge,Paul McGann,Florence Hoath,Elizabeth Earl,PG
new york minute,2004,Comedy,91,4.7,15436,14000000.0,Dennie Gordon,Mary-Kate Olsen,Ashley Olsen,Eugene Levy,PG
the good girl,2002,Comedy,93,6.5,34246,14000000.0,Miguel Arteta,Jennifer Aniston,Jake Gyllenhaal,Deborah Rush,R
virus,1999,Action,99,4.8,20107,14000000.0,John Bruno,Jamie Lee Curtis,William Baldwin,Donald Sutherland,R
in too deep,1999,Crime,95,6.1,4024,14000000.0,Michael Rymer,Omar Epps,LL Cool J,Nia Long,R
hatari!,1962,Action,157,7.3,7827,14000000.0,Howard Hawks,John Wayne,Elsa Martinelli,Hardy KrÃ¼ger,APPROVED
creepshow 2,1987,Comedy,92,5.9,13573,14000000.0,Michael Gornick,George Kennedy,Lois Chiles,Domenick John,R
stand and deliver,1988,Drama,103,7.4,10839,14000000.0,RamÃ³n MenÃ©ndez,Edward James Olmos,Estelle Harris,Mark Phelan,PG
lord of the flies,1990,Adventure,90,6.4,19494,14000000.0,Harry Hook,Balthazar Getty,Chris Furrh,Danuel Pipoly,R
lord of the flies,1963,Adventure,92,7,11783,14000000.0,Harry Hook,Balthazar Getty,Chris Furrh,Danuel Pipoly,R
blues brothers 2000,1998,Action,123,4.8,21987,14000000.0,John Landis,Dan Aykroyd,John Goodman,Walter Levine,PG_13
stealing harvard,2002,Comedy,85,5,10523,14000000.0,Bruce McCulloch,Jason Lee,Tom Green,Leslie Mann,PG_13
candyman: farewell to the flesh,1995,Horror,93,5.3,6603,13900000.0,Bill Condon,Tony Todd,Kelly Rowan,William O'Leary,R
soul plane,2004,Comedy,86,4.2,15783,13900000.0,Jessy Terrero,Dwayne Adway,Snoop Dogg,Tom Arnold,UNRATED
firehouse dog,2007,Action,111,5.4,4206,13900000.0,Todd Holland,Josh Hutcherson,Bruce Greenwood,Bree Turner,PG
hot rod,2007,Comedy,88,6.7,51614,13900000.0,Akiva Schaffer,Andy Samberg,Isla Fisher,Ian McShane,PG_13
out cold,2001,Comedy,89,6.3,13723,13900000.0,Brendan Malloy,Emmett Malloy,Flex Alexander,David Denman,PG_13
drop dead fred,1991,Comedy,103,5.7,19690,13900000.0,Ate de Jong,Phoebe Cates,Rik Mayall,Marsha Mason,PG_13
monsoon wedding,2001,Comedy,114,7.4,17664,13900000.0,Mira Nair,Naseeruddin Shah,Lillete Dubey,Shefali Shetty,R
left behind,2014,Action,110,3.1,8313,13900000.0,Vic Armstrong,Nicolas Cage,Lea Thompson,Cassi Thomson,PG_13
my stepmother is an alien,1988,Comedy,105,5.2,19161,13900000.0,Richard Benjamin,Dan Aykroyd,Kim Basinger,Jon Lovitz,PG_13
hamburger hill,1987,Drama,110,6.7,16914,13800000.0,John Irvin,Anthony Barrile,Michael Boatman,Don Cheadle,R
highlander: the final dimension,1994,Action,99,4.2,14006,13800000.0,Andrew Morahan,Christopher Lambert,Mario Van Peebles,Deborah Kara Unger,R
the milagro beanfield war,1988,Comedy,117,6.9,4703,13800000.0,Robert Redford,RubÃ©n Blades,Richard Bradford,Sonia Braga,R
the duchess,2008,Biography,110,6.9,49648,13800000.0,Saul Dibb,Keira Knightley,Ralph Fiennes,Dominic Cooper,PG_13
the man who knew too little,1997,Action,94,6.6,20869,13800000.0,Jon Amiel,Bill Murray,Joanne Whalley,Peter Gallagher,PG
one day,2011,Drama,107,7,79980,13800000.0,Lone Scherfig,Anne Hathaway,Jim Sturgess,Patricia Clarkson,PG_13
repo men,2010,Action,111,6.3,79480,13800000.0,Miguel Sapochnik,Jude Law,Forest Whitaker,Alice Braga,R
letters from iwo jima,2006,Drama,141,8,118726,13800000.0,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,R
sin city: a dame to kill for,2014,Crime,102,6.7,54275,13800000.0,Frank Miller,Robert Rodriguez,Mickey Rourke,Jessica Alba,R
trespass,2011,Crime,91,5.3,29218,13700000.0,Walter Hill,Bill Paxton,Ice-T,William Sadler,R
trespass,1992,Action,101,6.2,6659,13700000.0,Walter Hill,Bill Paxton,Ice-T,William Sadler,R
hit and run,2012,Action,100,6.1,25879,13700000.0,David Palmer,Dax Shepard,Dax Shepard,Kristen Bell,R
great balls of fire!,1989,Biography,108,6.2,11462,13700000.0,Jim McBride,Dennis Quaid,Winona Ryder,John Doe,PG_13
geronimo: an american legend,1993,Drama,115,6.4,5853,13700000.0,Walter Hill,Jason Patric,Gene Hackman,Robert Duvall,PG_13
broken flowers,2005,Comedy,106,7.2,72156,13700000.0,Jim Jarmusch,Bill Murray,Jessica Lange,Sharon Stone,R
the wings of the dove,1997,Drama,102,7.1,7872,13700000.0,Iain Softley,Helena Bonham Carter,Linus Roache,Alex Jennings,R
hey arnold! the movie,2002,Animation,76,5.8,3680,13700000.0,Tuck Tucker,Spencer Klein,Francesca Smith,Jamil Walker Smith,PG
desperate measures,1998,Action,100,6,12771,13700000.0,Barbet Schroeder,Michael Keaton,Andy Garcia,Brian Cox,R
vice versa,1988,Comedy,98,5.7,6362,13700000.0,Brian Gilbert,Judge Reinhold,Fred Savage,Corinne Bohrer,PG
warrior,2011,Drama,140,8.2,250831,13700000.0,Gavin O'Connor,Tom Hardy,Nick Nolte,Joel Edgerton,PG_13
crooklyn,1994,Comedy,115,6.9,5283,13600000.0,Spike Lee,Alfre Woodard,Delroy Lindo,David Patrick Kelly,PG_13
crank: high voltage,2009,Action,96,6.2,89187,13600000.0,Mark Neveldine,Brian Taylor,Jason Statham,Amy Smart,R
the crush,1993,Drama,89,5.6,10553,13600000.0,Alan Shapiro,Cary Elwes,Alicia Silverstone,Jennifer Rubin,R
supergirl,1984,Action,150,4.3,11879,13600000.0,Jeannot Szwarc,Helen Slater,Faye Dunaway,Peter O'Toole,PG
osmosis jones,2001,Animation,95,6.2,21813,13600000.0,Bobby Farrelly,Peter Farrelly,Laurence Fishburne,Chris Rock,PG_13
the ladies man,2000,Comedy,84,5.1,9832,13600000.0,Reginald Hudlin,Tim Meadows,Karyn Parsons,Billy Dee Williams,R
juwanna mann,2002,Comedy,91,4.5,4960,13600000.0,Jesse Vaughan,Miguel A. NÃºÃ±ez Jr.,Christopher Simmons,Vivica A. Fox,PG_13
the namesake,2006,Drama,122,7.6,15088,13600000.0,Mira Nair,Kal Penn,Irrfan Khan,Tabu,TV_14
nixon,1995,Biography,192,7.1,21913,13600000.0,Oliver Stone,Anthony Hopkins,Joan Allen,Powers Boothe,R
tomcats,2001,Comedy,95,5.3,14457,13600000.0,Gregory Poirier,Shannon Elizabeth,Jerry O'Connell,Jake Busey,R
the little vampire,2000,Adventure,95,5.7,6162,13600000.0,Uli Edel,Jonathan Lipnicki,Rollo Weeks,Richard E. Grant,PG
trial and error,1997,Comedy,98,5.7,4837,13500000.0,Jonathan Lynn,Michael Richards,Jeff Daniels,Charlize Theron,PG_13
the gate,1987,Horror,85,5.9,8660,13500000.0,Tibor TakÃ¡cs,Stephen Dorff,Christa Denton,Louis Tripp,PG_13
hush,1998,Drama,96,5.2,6814,13500000.0,Jonathan Darby,Jessica Lange,Gwyneth Paltrow,Johnathon Schaech,PG_13
hush,2008,Horror,91,6.1,5233,13500000.0,Jonathan Darby,Jessica Lange,Gwyneth Paltrow,Johnathon Schaech,PG_13
the tailor of panama,2001,Drama,109,6.1,21656,13500000.0,John Boorman,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,R
shaun of the dead,2004,Comedy,99,8,328455,13500000.0,Edgar Wright,Simon Pegg,Nick Frost,Kate Ashfield,R
the grifters,1990,Crime,110,7,18321,13400000.0,Stephen Frears,Anjelica Huston,John Cusack,Annette Bening,R
one crazy summer,1986,Comedy,93,6.4,9634,13400000.0,Savage Steve Holland,John Cusack,Demi Moore,Linda Warren,PG
dredd,2012,Action,95,7,169730,13400000.0,Pete Travis,Karl Urban,Olivia Thirlby,Lena Headey,R
alfie,2004,Comedy,103,6.2,38417,13400000.0,Charles Shyer,Jude Law,Sienna Miller,Susan Sarandon,R
alfie,1966,Comedy,114,7.1,9056,13400000.0,Charles Shyer,Jude Law,Sienna Miller,Susan Sarandon,R
one night with the king,2006,Biography,123,6.3,5224,13400000.0,Michael O. Sajbel,Tiffany Dupont,Luke Goss,John Noble,PG
bullets over broadway,1994,Comedy,98,7.5,25910,13400000.0,Woody Allen,John Cusack,Dianne Wiest,Jennifer Tilly,R
the deep end of the ocean,1999,Drama,106,6.3,9251,13400000.0,Ulu Grosbard,Michelle Pfeiffer,Treat Williams,Whoopi Goldberg,PG_13
friends with money,2006,Comedy,88,5.9,17839,13400000.0,Nicole Holofcener,Jennifer Aniston,Frances McDormand,Catherine Keener,R
labor day,2013,Drama,111,6.9,19425,13400000.0,Jason Reitman,Kate Winslet,Josh Brolin,Gattlin Griffith,PG_13
mr. saturday night,1992,Comedy,119,5.8,3629,13400000.0,Billy Crystal,Billy Crystal,David Paymer,Julie Warner,R
the haunting of molly hartley,2008,Drama,82,3.8,7162,13400000.0,Mickey Liddell,Haley Bennett,Chace Crawford,Jake Weber,PG_13
the comebacks,2007,Comedy,84,4.1,9352,13300000.0,Tom Brady,David Koechner,Robert Ri'chard,Carl Weathers,R
de-lovely,2004,Biography,125,6.6,9091,13300000.0,Irwin Winkler,Kevin Kline,Ashley Judd,Jonathan Pryce,PG_13
the tree of life,2011,Drama,139,6.7,116660,13300000.0,Terrence Malick,Brad Pitt,Sean Penn,Jessica Chastain,PG_13
lord of illusions,1995,Horror,109,6,9871,13300000.0,Clive Barker,Scott Bakula,Kevin J. O'Connor,Joseph Latimore,UNRATED
the pick-up artist,1987,Comedy,81,5.1,4187,13300000.0,James Toback,Molly Ringwald,Robert Downey Jr.,Dennis Hopper,PG_13
body of evidence,1993,Drama,99,4.3,10167,13300000.0,Uli Edel,Madonna,Willem Dafoe,Joe Mantegna,UNRATED
class act,1992,Comedy,98,5.9,3371,13300000.0,Randall Miller,Christopher Reid,Christopher Martin,Andre Rosey Brown,PG_13
lone star,1996,Drama,135,7.6,20847,13300000.0,John Sayles,Chris Cooper,Elizabeth PeÃ±a,Stephen Mendillo,R
american outlaws,2001,Action,94,6,11263,13300000.0,Les Mayfield,Colin Farrell,Scott Caan,Ali Larter,PG_13
the mod squad,1999,Action,92,4.1,7326,13300000.0,Scott Silver,Claire Danes,Omar Epps,Giovanni Ribisi,R
case 39,2009,Horror,109,6.2,50399,13200000.0,Christian Alvart,RenÃ©e Zellweger,Ian McShane,Jodelle Ferland,R
the adventures of milo and otis,1986,Adventure,90,7.2,7457,13200000.0,Masanori Hata,KyÃ´ko Koizumi,Dudley Moore,SÃ¸ren Kragh-Jacobsen,G
crazy people,1990,Comedy,90,5.8,3105,13200000.0,Tony Bill,Barry L. Young,Dudley Moore,Daryl Hannah,R
daddy day camp,2007,Comedy,89,2.8,11007,13200000.0,Fred Savage,Cuba Gooding Jr.,Lochlyn Munro,Richard Gant,PG
inside llewyn davis,2013,Drama,104,7.5,63735,13200000.0,Ethan Coen,Joel Coen,Oscar Isaac,Carey Mulligan,R
ghost town,2008,Comedy,102,6.7,55768,13200000.0,David Koepp,Ricky Gervais,Greg Kinnear,TÃ©a Leoni,PG_13
feardotcom,2002,Crime,101,3.3,16334,13200000.0,William Malone,Stephen Dorff,Natascha McElhone,Stephen Rea,R
enchanted april,1991,Drama,95,7.4,4457,13200000.0,Mike Newell,Alfred Molina,Joan Plowright,Miranda Richardson,PG
jesus christ superstar,1973,Drama,108,7.3,17320,13200000.0,Norman Jewison,Ted Neeley,Carl Anderson,Yvonne Elliman,G
the intouchables,2011,Biography,112,8.6,348381,13200000.0,Olivier Nakache,Eric Toledano,FranÃ§ois Cluzet,Omar Sy,R
critters,1986,Action,82,6,20401,13200000.0,Stephen Herek,Dee Wallace,M. Emmet Walsh,Billy Green Bush,PG_13
greedy,1994,Comedy,113,6.2,9085,13100000.0,Jonathan Lynn,Michael J. Fox,Kirk Douglas,Nancy Travis,PG_13
rosewood,1997,Action,140,7.1,5719,13100000.0,John Singleton,Jon Voight,Ving Rhames,Don Cheadle,R
frailty,2001,Crime,100,7.3,51374,13100000.0,Bill Paxton,Bill Paxton,Matthew McConaughey,Powers Boothe,R
playing for keeps,2012,Comedy,105,5.7,19763,13100000.0,Gabriele Muccino,Gerard Butler,Jessica Biel,Dennis Quaid,PG_13
