name,year,genre,runtime,rating,num_votes,revenue,director,actor1,actor2,actor3,rated
equilibrium,2002,Action,107,7.6,226504,1190000.0,Kurt Wimmer,Christian Bale,Sean Bean,Emily Watson,R
the lair of the white worm,1988,Comedy,93,5.8,6319,1190000.0,Ken Russell,Amanda Donohoe,Hugh Grant,Catherine Oxenberg,R
kill the irishman,2011,Action,106,7.2,31061,1190000.0,Jonathan Hensleigh,Ray Stevenson,Christopher Walken,Vincent D'Onofrio,R
me and orson welles,2008,Drama,114,6.8,7937,1190000.0,Richard Linklater,Zac Efron,Claire Danes,Christian McKay,PG_13
saving face,2004,Comedy,91,7.6,6834,1190000.0,Alice Wu,Joan Chen,Michelle Krusiec,Lynn Chen,R
dylan dog: dead of night,2010,Comedy,107,5.1,11784,1180000.0,Kevin Munroe,Brandon Routh,Anita Briem,Sam Huntington,PG_13
slow burn,2005,Drama,93,5.9,3155,1180000.0,Wayne Beach,Ray Liotta,Jolene Blalock,LL Cool J,R
bee season,2005,Drama,104,5.5,5695,1180000.0,Scott McGehee,David Siegel,Richard Gere,Juliette Binoche,PG_13
i capture the castle,2003,Drama,113,7.1,4743,1170000.0,Tim Fywell,Romola Garai,Rose Byrne,Bill Nighy,R
find me guilty,2006,Biography,125,7.1,25074,1170000.0,Sidney Lumet,Vin Diesel,Peter Dinklage,Ron Silver,R
permanent midnight,1998,Biography,88,6.3,5634,1170000.0,David Veloz,Ben Stiller,Maria Bello,Jay Paulson,R
housefull,2010,Comedy,144,4.8,4815,1170000.0,Sajid Khan,Akshay Kumar,Arjun Rampal,Deepika Padukone,NULL
the lords of salem,2012,Horror,101,5.1,16292,1160000.0,Rob Zombie,Sheri Moon Zombie,Meg Foster,Bruce Davison,R
heights,2005,Drama,93,7,4051,1160000.0,Chris Terrio,Elizabeth Banks,Glenn Close,James Marsden,R
nightwatch,1997,Drama,101,6.2,14484,1150000.0,Ole Bornedal,Ewan McGregor,Nick Nolte,Patricia Arquette,R
nightwatch,1994,Horror,107,7.4,10990,1150000.0,Ole Bornedal,Ewan McGregor,Nick Nolte,Patricia Arquette,R
ek main aur ekk tu,2012,Comedy,NULL,5.8,4471,1150000.0,Shakun Batra,Kareena Kapoor,Imran Khan,Boman Irani,NOT_RATED
shower,1999,Comedy,92,7.5,3226,1150000.0,Yang Zhang,Jiayi Du,Bing He,Wu Jiang,PG_13
get real,1998,Comedy,108,7.7,9350,1150000.0,Simon Shore,Ben Silverstone,Brad Gorton,Charlotte Brittain,R
infamous,2006,Biography,110,7.1,12899,1150000.0,Douglas McGrath,Toby Jones,Daniel Craig,Sandra Bullock,R
living in oblivion,1995,Comedy,90,7.5,11407,1150000.0,Tom DiCillo,Steve Buscemi,Catherine Keener,Dermot Mulroney,R
miracle mile,1988,Action,87,7.1,4995,1150000.0,Steve De Jarnatt,Anthony Edwards,Mare Winningham,John Agar,R
l.i.e.,2001,Crime,97,7.2,7943,1140000.0,Michael Cuesta,Brian Cox,Paul Dano,Bruce Altman,NC_17
golmaal 3,2010,Action,NULL,5.2,3611,1130000.0,Rohit Shetty,Mithun Chakraborty,Ajay Devgn,Kareena Kapoor,NULL
valmont,1989,Drama,137,7,8755,1130000.0,Milos Forman,Colin Firth,Annette Bening,Meg Tilly,R
24 hour party people,2002,Biography,117,7.4,23791,1130000.0,Michael Winterbottom,Steve Coogan,Lennie James,John Thomson,R
osama,2003,Drama,83,7.4,7046,1130000.0,Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Mohammad Arif Herati,PG_13
the thief,1997,Drama,96,7.7,3363,1130000.0,Pavel Chukhray,Vladimir Mashkov,Yekaterina Rednikova,Mikhail Filipchuk,R
the deep blue sea,2011,Drama,98,6.2,9386,1120000.0,Terence Davies,Rachel Weisz,Tom Hiddleston,Ann Mitchell,R
kai po che!,2013,Drama,120,7.7,14550,1120000.0,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,NOT_RATED
the whistleblower,2010,Biography,112,7.2,20107,1120000.0,Larysa Kondracki,Rachel Weisz,Monica Bellucci,Vanessa Redgrave,R
groove,2000,Drama,86,6.4,3334,1110000.0,Greg Harrison,Chris Ferreira,Mackenzie Firgens,Elizabeth Sun,R
chakde! india,2007,Drama,153,8.5,29918,1110000.0,Shimit Amin,Shah Rukh Khan,Vidya Malvade,Tanya Abrol,NULL
mother and child,2009,Drama,125,7.3,8364,1110000.0,Rodrigo GarcÃ­a,Naomi Watts,Annette Bening,Kerry Washington,R
tae guk gi: the brotherhood of war,2004,Action,140,8.2,28750,1110000.0,Je-kyu Kang,Dong-gun Jang,Bin Won,Eun-ju Lee,R
the rover,2014,Crime,103,6.5,19479,1110000.0,David MichÃ´d,Guy Pearce,Robert Pattinson,Scoot McNairy,R
the messenger,2009,Drama,113,7.2,26647,1110000.0,Oren Moverman,Ben Foster,Samantha Morton,Woody Harrelson,R
the messenger,2008,Fantasy,109,6.8,3038,1110000.0,Oren Moverman,Ben Foster,Samantha Morton,Woody Harrelson,R
heathers,1988,Comedy,103,7.4,48601,1110000.0,Michael Lehmann,Winona Ryder,Christian Slater,Shannen Doherty,R
where the heart is,2000,Comedy,120,6.8,24666,1110000.0,John Boorman,Dabney Coleman,Uma Thurman,Joanna Cassidy,R
silk,2007,Drama,107,5.9,8566,1100000.0,FranÃ§ois Girard,Michael Pitt,Keira Knightley,KÃ´ji Yakusho,R
an angel at my table,1990,Biography,158,7.5,4280,1100000.0,Jane Campion,Kerry Fox,Alexia Keogh,Karen Fergusson,R
light sleeper,1992,Crime,103,6.7,3074,1100000.0,Paul Schrader,Willem Dafoe,Susan Sarandon,Dana Delany,R
kafka,1991,Comedy,98,7,7043,1100000.0,Steven Soderbergh,Jeremy Irons,Theresa Russell,Joel Grey,PG_13
the center of the world,2001,Drama,88,6,3790,1100000.0,Wayne Wang,Shane Edelman,Balthazar Getty,Molly Parker,UNRATED
little odessa,1994,Crime,98,6.8,5017,1100000.0,James Gray,Tim Roth,Edward Furlong,Moira Kelly,R
made in dagenham,2010,Biography,113,7.2,9257,1090000.0,Nigel Cole,Sally Hawkins,Bob Hoskins,Andrea Riseborough,R
what just happened,2008,Comedy,104,5.7,22080,1090000.0,Barry Levinson,Robert De Niro,John Turturro,Stanley Tucci,R
84 charing cross road,1987,Biography,100,7.5,5240,1080000.0,David Hugh Jones,Anne Bancroft,Anthony Hopkins,Judi Dench,PG
scream,1996,Horror,111,7.2,188168,1080000.0,Byron Quisenberry,Pepper Martin,Hank Worden,Ethan Wayne,R
the machinist,2004,Drama,101,7.8,234358,1080000.0,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Aitana SÃ¡nchez-GijÃ³n,R
sugar,2008,Drama,114,7.2,3826,1080000.0,Anna Boden,Ryan Fleck,Algenis Perez Soto,Jose Rijo,R
crush,2001,Comedy,112,5.9,3041,1080000.0,John McKay,Andie MacDowell,Imelda Staunton,Anna Chancellor,R
tees maar khan,2010,Comedy,135,2.5,6132,1080000.0,Farah Khan,Katrina Kaif,Salman Khan,Akshay Kumar,NULL
blood and wine,1996,Crime,101,6,6947,1080000.0,Bob Rafelson,Jack Nicholson,Michael Caine,Stephen Dorff,R
respiro,2002,Drama,95,7,3754,1070000.0,Emanuele Crialese,Valeria Golino,Vincenzo Amato,Francesco Casisa,PG_13
when did you last see your father?,2007,Biography,92,6.9,3280,1070000.0,Anand Tucker,Jim Broadbent,Colin Firth,Juliet Stevenson,PG_13
bhool bhulaiyaa,2007,Comedy,159,6.9,5210,1070000.0,Priyadarshan,Akshay Kumar,Vidya Balan,Ameesha Patel,NULL
dead man,1995,Drama,121,7.7,62742,1070000.0,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,R
together,2000,Comedy,106,7.5,15808,1070000.0,Lukas Moodysson,Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,R
together,2002,Drama,116,7.4,3736,1070000.0,Lukas Moodysson,Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,R
there be dragons,2011,Biography,122,5.9,3462,1070000.0,Roland JoffÃ©,Charlie Cox,Wes Bentley,Dougray Scott,PG_13
desi boyz,2011,Comedy,NULL,5.5,5205,1070000.0,Rohit Dhawan,Bruna Abdullah,John Abraham,Shekhar Bassi,NOT_RATED
what maisie knew,2012,Drama,99,7.5,15928,1060000.0,Scott McGehee,David Siegel,Julianne Moore,Alexander SkarsgÃ¥rd,R
the oogieloves in the big balloon adventure,2012,Adventure,88,7.4,13393,1060000.0,Matthew Diamond,Jaime Pressly,Cloris Leachman,Christopher Lloyd,G
golden door,2006,Drama,118,6.9,3872,1060000.0,Emanuele Crialese,Charlotte Gainsbourg,Vincenzo Amato,Aurora Quattrocchi,PG_13
the mother,2003,Drama,112,6.9,3326,1060000.0,Roger Michell,Daniel Craig,Anna Wilson-Jones,Anne Reid,R
a christmas tale,2008,Comedy,150,7.1,4574,1060000.0,Arnaud Desplechin,Catherine Deneuve,Jean-Paul Roussillon,Mathieu Amalric,UNRATED
caramel,2007,Comedy,95,7.2,8229,1060000.0,Nadine Labaki,Nadine Labaki,Joanna Moukarzel,GisÃ¨le Aouad,PG
lolita,1962,Drama,152,7.7,55781,1060000.0,Adrian Lyne,Jeremy Irons,Dominique Swain,Melanie Griffith,R
lolita,1997,Drama,137,6.9,30774,1060000.0,Adrian Lyne,Jeremy Irons,Dominique Swain,Melanie Griffith,R
thanks for sharing,2012,Comedy,112,6.4,14047,1060000.0,Stuart Blumberg,Mark Ruffalo,Tim Robbins,Gwyneth Paltrow,R
wonderland,2003,Crime,104,6.6,17658,1060000.0,James Cox,Val Kilmer,Lisa Kudrow,Kate Bosworth,R
wonderland,1999,Drama,108,7.2,3451,1060000.0,James Cox,Val Kilmer,Lisa Kudrow,Kate Bosworth,R
peaceful warrior,2006,Drama,120,7.3,16712,1060000.0,Victor Salva,Scott Mechlowicz,Nick Nolte,Amy Smart,PG_13
bad moon,1996,Horror,80,5.5,3150,1060000.0,Eric Red,Mariel Hemingway,Michael ParÃ©,Mason Gamble,R
my wife is an actress,2001,Comedy,95,6.6,3076,1050000.0,Yvan Attal,Charlotte Gainsbourg,Yvan Attal,Terence Stamp,R
the luzhin defence,2000,Drama,109,7,3593,1050000.0,Marleen Gorris,John Turturro,Emily Watson,Geraldine James,PG_13
joyeux noel,2005,Drama,116,7.8,18480,1050000.0,Christian Carion,Diane Kruger,Benno FÃ¼rmann,Guillaume Canet,R
the last kiss,2006,Comedy,115,6.5,36074,1050000.0,Gabriele Muccino,Stefano Accorsi,Giovanna Mezzogiorno,Stefania Sandrelli,R
the last kiss,2001,Comedy,115,7,6233,1050000.0,Gabriele Muccino,Stefano Accorsi,Giovanna Mezzogiorno,Stefania Sandrelli,R
animal kingdom,2010,Crime,113,7.3,39493,1040000.0,David MichÃ´d,James Frecheville,Guy Pearce,Joel Edgerton,R
velvet goldmine,1998,Drama,124,7,24417,1040000.0,Todd Haynes,Ewan McGregor,Jonathan Rhys Meyers,Christian Bale,R
bottle rocket,1996,Comedy,91,7.1,45468,1040000.0,Wes Anderson,Luke Wilson,Owen Wilson,Ned Dowd,R
casino jack,2010,Biography,108,6.2,13001,1040000.0,George Hickenlooper,Kevin Spacey,Barry Pepper,Jon Lovitz,R
in darkness,2011,Drama,145,7.3,6774,1040000.0,Agnieszka Holland,Robert Wieckiewicz,Benno FÃ¼rmann,Agnieszka Grochowska,R
partner,2007,Comedy,155,5.4,5507,1030000.0,David Dhawan,Salman Khan,Govinda,Lara Dutta,NULL
kill your darlings,2013,Biography,104,6.5,16728,1030000.0,John Krokidas,Daniel Radcliffe,Dane DeHaan,Michael C. Hall,R
the thing called love,1993,Drama,116,6.4,4877,1030000.0,Peter Bogdanovich,River Phoenix,Samantha Mathis,Dermot Mulroney,PG_13
a home at the end of the world,2004,Drama,97,6.8,11189,1030000.0,Michael Mayer,Colin Farrell,Dallas Roberts,Robin Wright,R
buried,2010,Drama,95,7,101045,1030000.0,Rodrigo CortÃ©s,Ryan Reynolds,JosÃ© Luis GarcÃ­a PÃ©rez,Robert Paterson,R
the business of strangers,2001,Drama,84,6.4,3323,1030000.0,Patrick Stettner,Stockard Channing,Julia Stiles,Frederick Weller,R
the children of huang shi,2008,Drama,125,7.1,7338,1030000.0,Roger Spottiswoode,Jonathan Rhys Meyers,Radha Mitchell,Yun-Fat Chow,R
cocktail,1988,Comedy,104,5.7,49845,1030000.0,Homi Adajania,Deepika Padukone,Saif Ali Khan,Randeep Hooda,NOT_RATED
cocktail,2012,Comedy,146,6.1,8121,1030000.0,Homi Adajania,Deepika Padukone,Saif Ali Khan,Randeep Hooda,NOT_RATED
another day in paradise,1998,Crime,101,6.5,6698,1030000.0,Larry Clark,James Woods,Melanie Griffith,Vincent Kartheiser,UNRATED
attack the block,2011,Action,88,6.6,70973,1020000.0,Joe Cornish,John Boyega,Jodie Whittaker,Alex Esmail,R
the beat that my heart skipped,2005,Action,108,7.3,13536,1020000.0,Jacques Audiard,Romain Duris,Aure Atika,Emmanuelle Devos,UNRATED
third person,2013,Drama,137,6.4,9003,1020000.0,Paul Haggis,Liam Neeson,Mila Kunis,Adrien Brody,R
skinwalkers,2006,Action,110,4.6,10916,1020000.0,James Isaac,Jason Behr,Elias Koteas,Rhona Mitra,R
silver city,2004,Comedy,128,6.1,3367,1020000.0,John Sayles,Chris Cooper,Thora Birch,Maria Bello,R
guzaarish,2010,Comedy,126,7.5,7953,1020000.0,Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel,NULL
stalingrad,1993,Drama,134,7.5,21337,1010000.0,Fedor Bondarchuk,Mariya Smolnikova,Yanina Studilina,Pyotr Fyodorov,R
stalingrad,2013,Action,131,5.6,8718,1010000.0,Fedor Bondarchuk,Mariya Smolnikova,Yanina Studilina,Pyotr Fyodorov,R
owning mahowny,2003,Crime,104,7.1,9302,1010000.0,Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,John Hurt,R
short term 12,2013,Drama,96,8,31550,1010000.0,Destin Daniel Cretton,Brie Larson,Frantz Turner,John Gallagher Jr.,R
he loves me... he loves me not,2002,Romance,92,7.3,14503,1010000.0,Laetitia Colombani,Audrey Tautou,Samuel Le Bihan,Isabelle CarrÃ©,PG_13
sarkar raj,2008,Action,125,6.9,4129,1010000.0,Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Aishwarya Rai Bachchan,NULL
hard candy,2005,Crime,104,7.2,117049,1010000.0,David Slade,Patrick Wilson,Ellen Page,Sandra Oh,R
in a better world,2010,Drama,119,7.7,28437,1010000.0,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,R
cobb,1994,Biography,128,6.4,5510,1010000.0,Ron Shelton,Tommy Lee Jones,Robert Wuhl,Lolita Davidovich,R
damsels in distress,2011,Comedy,99,5.8,6431,1010000.0,Whit Stillman,Greta Gerwig,Adam Brody,Analeigh Tipton,PG_13
enemy,2013,Mystery,90,6.8,46003,1010000.0,Denis Villeneuve,Jake Gyllenhaal,MÃ©lanie Laurent,Sarah Gadon,R
europa,1991,Drama,112,7.7,14047,1010000.0,Lars von Trier,Barbara Sukowa,Jean-Marc Barr,Udo Kier,R
all over the guy,2001,Comedy,95,6.6,3555,1010000.0,Julie Davis,Dan Bucatinsky,Richard Ruccolo,Sasha Alexander,R
paris,2008,Comedy,130,6.9,8780,1010000.0,CÃ©dric Klapisch,Fabrice Luchini,Romain Duris,Joffrey Platel,R
fast food nation,2006,Comedy,116,6.3,19267,1000000.0,Richard Linklater,Greg Kinnear,Bruce Willis,Catalina Sandino Moreno,R
kaante,2002,Action,150,6.5,3071,1000000.0,Sanjay Gupta,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,R
from up on poppy hill,2011,Animation,91,7.4,12495,1000000.0,Goro Miyazaki,Sarah Bolger,Chris Noth,Anton Yelchin,PG
robot monster,1953,Horror,66,2.9,3150,1000000.0,Phil Tucker,George Nader,Gregory Moffett,Claudia Barrett,APPROVED
mystery science theater 3000: the movie,1996,Comedy,73,7.5,14206,1000000.0,Jim Mallon,Trace Beaulieu,Michael J. Nelson,Jim Mallon,PG_13
cowboy bebop: the movie,2001,Animation,115,7.9,25090,999000.0,ShinichirÃ´ Watanabe,Beau Billingslea,Melissa Fahn,Nicholas Guest,R
my summer of love,2004,Drama,86,6.8,14403,992000.0,Pawel Pawlikowski,Natalie Press,Emily Blunt,Paddy Considine,R
rockstar,2011,Music,159,7.6,16804,986000.0,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,NOT_RATED
twin falls idaho,1999,Drama,111,7.3,3408,985000.0,Michael Polish,Michael Polish,Mark Polish,Michele Hicks,R
new york,2009,Crime,153,6.7,5911,982000.0,Kabir Khan,John Abraham,Neil Nitin Mukesh,Katrina Kaif,NULL
thr3e,2006,Drama,101,5.1,3892,979000.0,Robby Henson,Marc Blucas,Justine Waddell,Laura Jordan,PG_13
rampart,2011,Crime,108,5.8,17226,969000.0,Oren Moverman,Woody Harrelson,Ben Foster,Sigourney Weaver,R
lore,2012,Drama,109,7.1,8741,969000.0,Cate Shortland,Saskia Rosendahl,Kai-Peter Malina,Nele Trebs,NOT_RATED
to live and die in l.a.,1985,Action,116,7.2,17837,967000.0,William Friedkin,William Petersen,Willem Dafoe,John Pankow,R
the beaver,2011,Drama,91,6.7,34753,958000.0,Jodie Foster,Mel Gibson,Jodie Foster,Anton Yelchin,PG_13
broken english,2007,Comedy,97,6.4,5087,956000.0,Zoe R. Cassavetes,Parker Posey,Melvil Poupaud,Gena Rowlands,PG_13
diary of the dead,2007,Horror,95,5.7,37694,953000.0,George A. Romero,Michelle Morgan,Joshua Close,Shawn Roberts,R
timecode,2000,Drama,97,6.3,5551,945000.0,Mike Figgis,Jeanne Tripplehorn,Stellan SkarsgÃ¥rd,Salma Hayek,R
de dana dan,2009,Comedy,162,4.8,3061,945000.0,Priyadarshan,Akshay Kumar,Sunil Shetty,Katrina Kaif,NULL
the ten commandments,1956,Adventure,220,7.9,40813,938000.0,Bill Boyce,John Stronach,Ben Kingsley,Christian Slater,PG
management,2008,Comedy,94,5.9,13549,933000.0,Stephen Belber,Jennifer Aniston,Steve Zahn,Woody Harrelson,R
bright young things,2003,Comedy,106,6.7,4037,932000.0,Stephen Fry,Stephen Campbell Moore,Emily Mortimer,Dan Aykroyd,R
breaking and entering,2006,Drama,120,6.6,18662,929000.0,Anthony Minghella,Jude Law,Robin Wright,Vera Farmiga,R
children of heaven,1997,Drama,89,8.5,20327,925000.0,Majid Majidi,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,PG
ghost in the shell 2: innocence,2004,Animation,100,7.6,22025,924000.0,Mamoru Oshii,Akio Ãtsuka,Atsuko Tanaka,Tamio Ãki,PG_13
criminal,2004,Comedy,87,6.4,8415,923000.0,Gregory Jacobs,John C. Reilly,Diego Luna,Maggie Gyllenhaal,R
knight moves,1992,Drama,108,6,5331,923000.0,Carl Schenkel,Christopher Lambert,Tom Skerritt,Diane Lane,R
separate lies,2005,Drama,85,6.5,3446,923000.0,Julian Fellowes,Tom Wilkinson,Emily Watson,Hermione Norris,TV_14
the man without a past,2002,Comedy,97,7.7,15948,922000.0,Aki KaurismÃ¤ki,Markku Peltola,Kati Outinen,Annikki TÃ¤hti,PG_13
chandni chowk to china,2009,Action,154,3.8,4453,921000.0,Nikhil Advani,Akshay Kumar,Deepika Padukone,Chia-Hui Liu,PG_13
brain donors,1992,Comedy,80,7,3140,918000.0,Dennis Dugan,John Turturro,Bob Nelson,Mel Smith,PG
wild reeds,1994,Drama,110,7.5,3674,918000.0,AndrÃ© TÃ©chinÃ©,Ãlodie Bouchez,GaÃ«l Morel,StÃ©phane Rideau,NOT_RATED
gothic,1986,Horror,87,5.7,4844,916000.0,Ken Russell,Gabriel Byrne,Julian Sands,Natasha Richardson,R
storytelling,2001,Comedy,87,6.9,14252,912000.0,Todd Solondz,Selma Blair,Leo Fitzpatrick,Robert Wisdom,NC_17
cold souls,2009,Comedy,101,6.5,7905,903000.0,Sophie Barthes,Paul Giamatti,Emily Watson,Dina Korzun,PG_13
american ninja 3: blood hunt,1989,Action,89,3.2,3252,902000.0,Cedric Sundstrom,David Bradley,Steve James,Marjoe Gortner,R
bunty aur babli,2005,Adventure,170,6.2,3617,902000.0,Shaad Ali,Amitabh Bachchan,Rani Mukerji,Abhishek Bachchan,NULL
haider,2014,Crime,160,8.8,20586,902000.0,Vishal Bhardwaj,Shahid Kapoor,Tabu,Shraddha Kapoor,NULL
the brothers solomon,2007,Comedy,93,5.3,8767,901000.0,Bob Odenkirk,Will Arnett,Will Forte,Jenna Fischer,R
one from the heart,1982,Musical,107,6.5,3349,900000.0,Francis Ford Coppola,Frederic Forrest,Teri Garr,Raul Julia,R
intermission,2003,Comedy,105,6.9,12591,890000.0,John Crowley,Cillian Murphy,Kelly Macdonald,Colin Farrell,R
saawariya,2007,Drama,142,5.4,5202,886000.0,Sanjay Leela Bhansali,Ranbir Kapoor,Sonam Kapoor,Salman Khan,PG
the yards,2000,Crime,115,6.4,14120,883000.0,James Gray,Mark Wahlberg,Joaquin Phoenix,Charlize Theron,UNRATED
the blood of heroes,1989,Action,90,6.5,4311,882000.0,David Webb Peoples,Rutger Hauer,Joan Chen,Delroy Lindo,R
venom,2005,Horror,85,4.7,7011,882000.0,Jim Gillespie,Agnes Bruckner,Jonathan Jackson,Meagan Good,R
paprika,2006,Animation,90,7.7,33507,881000.0,Satoshi Kon,Megumi Hayashibara,TÃ´ru Emori,Katsunosuke Hori,R
delhi-6,2009,Comedy,141,6.1,4769,880000.0,Rakeysh Omprakash Mehra,Waheeda Rehman,Abhishek Bachchan,Sonam Kapoor,NULL
the hunting party,2007,Adventure,101,6.9,20540,877000.0,Richard Shepard,Richard Gere,Terrence Howard,Jesse Eisenberg,R
raanjhanaa,2013,Drama,140,7.7,14447,875000.0,Aanand Rai,Dhanush,Sonam Kapoor,Mohammed Zeeshan Ayyub,NOT_RATED
the rising: ballad of mangal pandey,2005,Biography,150,6.7,5437,874000.0,Ketan Mehta,Aamir Khan,Rani Mukerji,Toby Stephens,NULL
control,2007,Biography,122,7.8,45416,872000.0,Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,R
control,2004,Crime,101,6.3,5784,872000.0,Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,R
where the truth lies,2005,Crime,107,6.6,13656,872000.0,Atom Egoyan,Kevin Bacon,Colin Firth,Alison Lohman,UNRATED
goodbye solo,2008,Drama,91,7.4,4420,871000.0,Ramin Bahrani,Souleymane Sy Savane,Red West,Diana Franco Galindo,R
the princess and the warrior,2000,Drama,135,7.6,12462,871000.0,Tom Tykwer,Franka Potente,Benno FÃ¼rmann,Joachim KrÃ³l,TV_MA
edge of seventeen,1998,Comedy,99,6.8,4179,871000.0,David Moreton,Chris Stafford,Tina Holmes,Andersen Gabrych,NOT_RATED
parents,1989,Comedy,81,6.2,3998,871000.0,Bob Balaban,Randy Quaid,Mary Beth Hurt,Sandy Dennis,R
my blueberry nights,2007,Drama,95,6.7,39411,867000.0,Kar Wai Wong,Norah Jones,Jude Law,Natalie Portman,PG_13
mirrormask,2005,Adventure,101,7,18971,865000.0,Dave McKean,Stephanie Leonidas,Jason Barry,Rob Brydon,PG
the castle,1997,Comedy,85,7.8,10307,862000.0,Rob Sitch,Michael Caton,Anne Tenney,Stephen Curry,R
duma,2005,Adventure,100,7.3,5648,860000.0,Carroll Ballard,Alex Michaeletos,Campbell Scott,Hope Davis,PG
wendy and lucy,2008,Drama,80,7.1,10837,857000.0,Kelly Reichardt,Michelle Williams,Lucy,David Koppell,R
amateur,1994,Comedy,105,7,4142,856000.0,Hal Hartley,Isabelle Huppert,Martin Donovan,Elina LÃ¶wensohn,R
anjaana anjaani,2010,Comedy,151,5.8,3178,855000.0,Siddharth Anand,Priyanka Chopra,Carl Marino,Ranbir Kapoor,NULL
zatoichi,2003,Action,116,7.6,36612,854000.0,Takeshi Kitano,Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,R
heavy,1995,Drama,105,7,3298,852000.0,James Mangold,Pruitt Taylor Vince,Shelley Winters,Liv Tyler,R
an american rhapsody,2001,Drama,106,6.9,3017,850000.0,Ãva GÃ¡rdos,Nastassja Kinski,Scarlett Johansson,Raffaella BÃ¡nsÃ¡gi,TV_14
i hate luv storys,2010,Comedy,129,5.6,4598,848000.0,Punit Malhotra,Imran Khan,Sonam Kapoor,Sammir Dattani,NULL
jai ho,2014,Action,135,5.8,8341,841000.0,Sohail Khan,Salman Khan,Tabu,Sunil Shetty,NULL
the crossing guard,1995,Drama,111,6.4,9284,833000.0,Sean Penn,Jack Nicholson,David Morse,Anjelica Huston,R
breakfast on pluto,2005,Comedy,128,7.3,15769,829000.0,Neil Jordan,Cillian Murphy,Morgan Jones,Eva Birthistle,R
foxcatcher,2014,Biography,134,7.8,3464,822000.0,Bennett Miller,Steve Carell,Channing Tatum,Mark Ruffalo,R
latter days,2003,Comedy,107,7.3,12833,820000.0,C. Jay Cox,Wes Ramsey,Steve Sandvoss,Mary Kay Place,UNRATED
kochadaiiyaan,2014,Animation,124,7.1,3203,817000.0,Soundarya Rajinikanth,Rajinikanth,Deepika Padukone,Sarath Kumar,NULL
the battle of algiers,1966,Crime,121,8.2,28853,815000.0,Gillo Pontecorvo,Brahim Hadjadj,Jean Martin,Yacef Saadi,NOT_RATED
what if...,2012,Drama,111,7.1,3206,815000.0,Dallas Jenkins,Kevin Sorbo,Kristy Swanson,John Ratzenberger,PG
charly,1968,Drama,103,7.2,4481,814000.0,Adam Thomas Anderegg,Jeremy Hoop,Randy King,Heather Beers,PG
factotum,2005,Comedy,94,6.6,11013,808000.0,Bent Hamer,Matt Dillon,Lili Taylor,Marisa Tomei,R
waxwork,1988,Comedy,95,6.2,7018,808000.0,Anthony Hickox,Zach Galligan,Deborah Foreman,Jennifer Bassey,R
bulletproof,1996,Action,84,5.8,26118,808000.0,Steve Carver,Gary Busey,Darlanne Fluegel,Henry Silva,R
don,2006,Action,171,7.2,17414,804000.0,Farhan Akhtar,Shah Rukh Khan,Priyanka Chopra,Arjun Rampal,NOT_RATED
don,1978,Action,175,7.9,4086,804000.0,Farhan Akhtar,Shah Rukh Khan,Priyanka Chopra,Arjun Rampal,NOT_RATED
parineeta,2005,Drama,130,7.4,5187,803000.0,Pradeep Sarkar,Vidya Balan,Saif Ali Khan,Sanjay Dutt,NULL
13 assassins,2010,Action,141,7.6,44102,803000.0,Takashi Miike,KÃ´ji Yakusho,Takayuki Yamada,YÃ»suke Iseya,R
after life,1998,Drama,118,7.8,6340,802000.0,Hirokazu Koreeda,Arata Iura,Erika Oda,Susumu Terajima,NULL
