Diamonds,81900.0,John Asher,Kirk Douglas,Lauren Bacall,Dan Aykroyd,R
My Mother Likes Women,81900.0,Daniela FÃ©jerman,InÃ©s ParÃ­s,Leonor Watling,Rosa Maria SardÃ ,NULL
Khauff,81800.0,Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor,NULL
Best Man in Grass Creek,81800.0,John Newcombe,Grace Phillips,John Newcombe,John Hines,PG
Lemming,81600.0,Dominik Moll,Laurent Lucas,Charlotte Gainsbourg,Charlotte Rampling,NOT_RATED
Hit and Runway,81600.0,Christopher Livingston,Michael Parducci,Peter Jacobson,Judy Prescott,R
Wasabi,81500.0,GÃ©rard Krawczyk,Jean Reno,RyÃ´ko Hirosue,Michel Muller,R
10 Items or Less,81400.0,Brad Silberling,Morgan Freeman,Paz Vega,Jonah Hill,R
Humboldt County,81400.0,Darren Grodsky,Danny Jacobs,Jeremy Strong,Fairuza Balk,R
Kisses,81300.0,Lance Daly,Kelly O'Neill,Shane Curry,Paul Roe,NULL
Teen Kanya,81200.0,Satyajit Ray,Anil Chatterjee,Chandana Banerjee,Sita Mukherjee,NULL
Made in U.S.A,81100.0,Jean-Luc Godard,Anna Karina,LÃ¡szlÃ³ SzabÃ³,Jean-Pierre LÃ©aud,NOT_RATED
The Big Blue,80800.0,Luc Besson,Jean-Marc Barr,Jean Reno,Rosanna Arquette,R
Anything But Love,80800.0,Robert Cary,Isabel Rose,Andrew McCarthy,Cameron Bancroft,PG_13
Chrystal,80700.0,Ray McKinnon,Lisa Blount,Billy Bob Thornton,Kamron Ross Stacey,R
Invincible,80600.0,Werner Herzog,Jouko Ahola,Tim Roth,Anna Gourari,PG_13
Life After Beth,80300.0,Jeff Baena,Aubrey Plaza,Dane DeHaan,John C. Reilly,R
The Mysteries of Pittsburgh,80300.0,Rawson Marshall Thurber,Jon Foster,Peter Sarsgaard,Sienna Miller,R
Caligula,80300.0,Tinto Brass,Malcolm McDowell,Peter O'Toole,Helen Mirren,UNRATED
Julien Donkey-Boy,80200.0,Ewen Bremner,Brian Fisk,ChloÃ« Sevigny,NULL,R
Oye Lucky! Lucky Oye!,80000.0,Dibakar Banerjee,Abhay Deol,Paresh Rawal,Neetu Chandra,PG_13
Mad Dog Time,80000.0,Larry Bishop,Ellen Barkin,Gabriel Byrne,Richard Dreyfuss,R
The Death of Mr. Lazarescu,79900.0,Cristi Puiu,Ion Fiscuteanu,Luminita Gheorghiu,Doru Ana,R
No One Knows About Persian Cats,79800.0,Bahman Ghobadi,Negar Shaghaghi,Ashkan Koshanejad,Hamed Behdad,NULL
Thicker Than Water,79800.0,Richard Cummings Jr.,Mack 10,Fat Joe,Ice Cube,R
Suits on the Loose,79400.0,Rodney Henson,Ty Hodges,Brandon Beemer,Allison Lange,PG
Sweet Nothing,79200.0,Gary Winick,Michael Imperioli,Mira Sorvino,Joyce Phillips,R
Water & Power,79000.0,Richard Montoya,Enrique Murciano,Nicholas Gonzalez,Clancy Brown,NOT_RATED
Stuck in Love,79000.0,Josh Boone,Greg Kinnear,Jennifer Connelly,Lily Collins,R
Comedy of Power,78900.0,Claude Chabrol,Isabelle Huppert,FranÃ§ois BerlÃ©and,Patrick Bruel,NULL
Just Like a Woman,78800.0,Christopher Monger,Julie Walters,Adrian Pasdar,Paul Freeman,R
Christmas in Wonderland,78600.0,James Orr,Matthew Knight,Chris Kattan,Cameron Bright,PG
Juliet of the Spirits,78500.0,Federico Fellini,Giulietta Masina,Sandra Milo,Mario Pisu,NOT_RATED
Summer Wars,78200.0,Mamoru Hosoda,RyÃ»nosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,PG
Frankie Starlight,78200.0,Michael Lindsay-Hogg,Matt Dillon,Anne Parillaud,Gabriel Byrne,R
Middle of Nowhere,78000.0,Ava DuVernay,Emayatzy Corinealdi,David Oyelowo,Lorraine Toussaint,R
Peur(s) du noir,77900.0,Blutch,Charles Burns,Aure Atika,Guillaume Depardieu,UNRATED
Stalingrad,77800.0,Joseph Vilsmaier,Dominique Horwitz,Thomas Kretschmann,Sebastian Rudolph,NOT_RATED
Ping Pong Playa,77800.0,Jessica Yu,Jimmy Tsai,Andrew Vo,Khary Payton,PG_13
Charulata,77800.0,Satyajit Ray,Soumitra Chatterjee,Madhabi Mukherjee,Shailen Mukherjee,NOT_RATED
Dialogues with Madwomen,77800.0,Allie Light,NULL,NULL,NULL,NULL
How About You...,77600.0,Anthony Byrne,Joss Ackland,Hayley Atwell,Orla Brady,NULL
The Innkeepers,77500.0,Ti West,Sara Paxton,Pat Healy,Kelly McGillis,R
Love Comes Lately,77500.0,Jan SchÃ¼tte,Otto Tausig,Rhea Perlman,Barbara Hershey,NULL
Adorenarin doraibu,77300.0,Shinobu Yaguchi,Masanobu AndÃ´,Reila Aphrodite,Hikari Ishida,UNRATED
Water Lilies,77300.0,CÃ©line Sciamma,Pauline Acquart,Louise BlachÃ¨re,AdÃ¨le Haenel,NULL
The Witnesses,77300.0,AndrÃ© TÃ©chinÃ©,Michel Blanc,Emmanuelle BÃ©art,Sami Bouajila,NULL
Don't Tempt Me,77300.0,AgustÃ­n DÃ­az Yanes,Victoria Abril,PenÃ©lope Cruz,Demian Bichir,R
Beautiful Boy,77200.0,Shawn Ku,Michael Sheen,Maria Bello,Kyle Gallner,R
Nomad: The Warrior,77200.0,Sergey Bodrov,Ivan Passer,Kuno Becker,Jason Scott Lee,R
The Walker,77200.0,Paul Schrader,Woody Harrelson,Kristin Scott Thomas,Lauren Bacall,R
Flirt,76900.0,Hal Hartley,Paul Austin,Robert John Burke,Martin Donovan,R
Genealogies of a Crime,76800.0,Raoul Ruiz,Catherine Deneuve,Michel Piccoli,Melvil Poupaud,NULL
We Are What We Are,76600.0,Jim Mickle,Bill Sage,Ambyr Childers,Julia Garner,R
Breaking Upwards,76400.0,Daryl Wein,Zoe Lister Jones,Daryl Wein,Julie White,NULL
The Sun,76400.0,Aleksandr Sokurov,Issei Ogata,Robert Dawson,Kaori Momoi,NULL
Ballast,76200.0,Lance Hammer,Micheal J. Smith Sr.,JimMyron Ross,Tarra Riggs,NOT_RATED
A Thousand Years of Good Prayers,76100.0,Wayne Wang,Henry O,Pasha D. Lychnikoff,Feihong Yu,UNRATED
Hadh Kar Di Aapne,76100.0,Manoj Agrawal,Govinda,Rani Mukerji,Johnny Lever,NULL
Steal This Movie,76100.0,Robert Greenwald,Vincent D'Onofrio,Janeane Garofalo,Jeanne Tripplehorn,R
Three... Extremes,75800.0,Fruit Chan,Takashi Miike,Bai Ling,Byung-hun Lee,R
Night Catches Us,75800.0,Tanya Hamilton,Anthony Mackie,Kerry Washington,Jamara Griffin,R
Sleep Dealer,75700.0,Alex Rivera,Luis Fernando PeÃ±a,Leonor Varela,Jacob Vargas,PG_13
Taliesin Jones,75700.0,Martin Duffy,Jonathan Pryce,Ian Bannen,John-Paul Macleod,PG
Après l'amour,75500.0,Diane Kurys,Isabelle Huppert,Bernard Giraudeau,Hippolyte Girardot,NULL
Revolver,75400.0,Guy Ritchie,Jason Statham,Ray Liotta,Vincent Pastore,R
An Everlasting Piece,75100.0,Barry Levinson,Barry McEvoy,BrÃ­an F. O'Byrne,Anna Friel,R
Ned Kelly,74900.0,Gregor Jordan,Heath Ledger,Orlando Bloom,Geoffrey Rush,R
Just a Sigh,74700.0,JÃ©rÃ´me Bonnell,Emmanuelle Devos,Gabriel Byrne,Gilles Privat,NOT_RATED
Everybody's Famous!,74600.0,Dominique Deruddere,Josse De Pauw,Eva van der Gucht,Werner De Smedt,R
August Evening,74500.0,Chris Eska,Pedro Castaneda,Veronica Loren,Abel Becerra,PG_13
Tears of the Black Tiger,74400.0,Wisit Sasanatieng,Chartchai Ngamsan,Stella Malucchi,Supakorn Kitsuwon,UNRATED
Umberto D.,74300.0,Vittorio De Sica,Carlo Battisti,Maria Pia Casilio,Lina Gennari,NOT_RATED
Manderlay,74200.0,Lars von Trier,Bryce Dallas Howard,Isaach De BankolÃ©,Danny Glover,NOT_RATED
Twin Town,74200.0,Kevin Allen,Llyr Ifans,Rhys Ifans,Dorien Thomas,UNRATED
"The Beans of Egypt, Maine",74000.0,Jennifer Warren,Martha Plimpton,Kelly Lynch,Rutger Hauer,R
Conquest 1453,73900.0,Faruk Aksoy,Devrim Evin,Ibrahim Celikkol,Dilek Serbest,UNRATED
The War Within,73800.0,Joseph Castelo,Ayad Akhtar,Firdous Bamji,Nandana Sen,R
Fort McCoy,73700.0,Kate Connor,Michael Worth,Eric Stoltz,Kate Connor,R
Road,73600.0,Rajat Mukherjee,Manoj Bajpayee,Vivek Oberoi,Antara Mali,NULL
The Midnight Meat Train,73500.0,RyÃ»hei Kitamura,Vinnie Jones,Bradley Cooper,Leslie Bibb,R
Set Me Free,73400.0,LÃ©a Pool,Karine Vanasse,Pascale BussiÃ¨res,Predrag Manojlovic,NULL
Phoebe in Wonderland,73000.0,Daniel Barnz,Elle Fanning,Patricia Clarkson,Felicity Huffman,PG_13
The Ninth Day,72900.0,Volker SchlÃ¶ndorff,Ulrich Matthes,August Diehl,Hilmar Thate,NULL
Mr. Toad's Wild Ride,72800.0,Terry Jones,Steve Coogan,Eric Idle,Terry Jones,PG
Reconstruction,72800.0,Christoffer Boe,Nikolaj Lie Kaas,Maria Bonnevie,Krister Henriksson,PG_13
Roseanna's Grave,72600.0,Paul Weiland,Jean Reno,Mercedes Ruehl,Polly Walker,PG_13
Dangerous Game,72500.0,Abel Ferrara,Harvey Keitel,Madonna,James Russo,UNRATED
A Four Letter Word,72300.0,Casper Andreas,Jesse Archer,Paul Haje,Charlie David,UNRATED
Better Living Through Chemistry,72300.0,Geoff Moore,David Posamentier,Sam Rockwell,Olivia Wilde,NOT_RATED
No One Lives,72100.0,RyÃ»hei Kitamura,Luke Evans,Gary Grubbs,Adelaide Clemens,R
"Farewell, My Queen",72100.0,BenoÃ®t Jacquot,LÃ©a Seydoux,Diane Kruger,Virginie Ledoyen,R
Cet amour-là,72000.0,JosÃ©e Dayan,Jeanne Moreau,Aymeric Demarigny,Christiane Rorato,NULL
The Theory of Flight,72000.0,Paul Greengrass,Helena Bonham Carter,Kenneth Branagh,Gemma Jones,R
Something in the Air,71900.0,Olivier Assayas,ClÃ©ment MÃ©tayer,AndrÃ© Marcon,Lola CrÃ©ton,NOT_RATED
The Emperor's Shadow,71900.0,Xiaowen Zhou,Wen Jiang,You Ge,Qing Xu,NULL
Eye of the Dolphin,71900.0,Michael D. Sellers,Carly Schroeder,Adrian Dunbar,George Harris,PG_13
Samoan Wedding,71800.0,Chris Graham,Oscar Kightley,Iaheto Ah Hi,Shimpal Lelisi,NULL
Dr. Akagi,71800.0,ShÃ´hei Imamura,Akira Emoto,Kumiko AsÃ´,Juro Kara,NULL
Come Away Home,71600.0,Doug McKeon,Jordan-Claire Green,Macey Cruthird,Kris Crevani,PG
Herman U.S.A.,71500.0,Bill Semans,Kevin Chamberlin,Michael O'Keefe,Enid Graham,PG_13
Dorian Blues,71500.0,Tennyson Bardwell,Michael McMillian,Lea Coco,Steve Fletcher,NOT_RATED
The Truce,71400.0,Francesco Rosi,John Turturro,Rade Serbedzija,Massimo Ghini,R
Ernest & Celestine,71400.0,StÃ©phane Aubier,Vincent Patar,Forest Whitaker,Lambert Wilson,PG
Saathiya,71400.0,Shaad Ali,Vivek Oberoi,Rani Mukerji,Tanuja,NULL
Marquise,71400.0,VÃ©ra Belmont,Sophie Marceau,Bernard Giraudeau,Lambert Wilson,NULL
A Troll in Central Park,71400.0,Don Bluth,Gary Goldman,Dom DeLuise,Cloris Leachman,G
Dummy,71300.0,Greg Pritikin,Adrien Brody,Milla Jovovich,Illeana Douglas,R
Mongolian Ping Pong,71200.0,Hao Ning,Hurichabilike,Geliban,Badema,NOT_RATED
Detachment,71200.0,Tony Kaye,Adrien Brody,Christina Hendricks,Marcia Gay Harden,NOT_RATED
Rosencrantz and Guildenstern Are Undead,71000.0,Jordan Galland,Jake Hoffman,Devon Aoki,John Ventimiglia,NULL
It Runs in the Family,70900.0,Bob Clark,Charles Grodin,Kieran Culkin,Mary Steenburgen,PG
Butter,70900.0,Jim Field Smith,Jennifer Garner,Yara Shahidi,Ty Burrell,R
Battle in Heaven,70900.0,Carlos Reygadas,Marcos HernÃ¡ndez,Anapola Mushkadiz,Bertha Ruiz,UNRATED
Color Me Kubrick,70700.0,Brian W. Cook,John Malkovich,Jim Davidson,Richard E. Grant,NOT_RATED
Seasons of Gray,70600.0,Paul Stehlik Jr.,Andrew Cheney,Megan Parker,Akron Watson,PG_13
Eulogy,70500.0,Michael Clancy,Ray Romano,Jesse Bradford,Hank Azaria,TV_MA
On the Ice,70500.0,Andrew Okpeaha MacLean,Josiah Patkotak,Frank Qutuq Irelan,John Miller,R
Ma mère,70400.0,Christophe HonorÃ©,Isabelle Huppert,Louis Garrel,Emma de Caunes,NC_17
December Bride,70300.0,Thaddeus O'Sullivan,Donal McCann,Saskia Reeves,CiarÃ¡n Hinds,NULL
Cavite,70100.0,Neill Dela Llana,Ian Gamazon,Ian Gamazon,Edwin Lagda,NOT_RATED
Terribly Happy,70100.0,Henrik Ruben Genz,Jakob Cedergren,Lene Maria Christensen,Kim Bodnia,UNRATED
A Self-Made Hero,70000.0,Jacques Audiard,Mathieu Kassovitz,Anouk Grinberg,Sandrine Kiberlain,NULL
Returner,69900.0,Takashi Yamazaki,Takeshi Kaneshiro,Anne Suzuki,GorÃ´ Kishitani,R
The Secret Adventures of Tom Thumb,69900.0,Dave Borthwick,Nick Upton,Deborah Collard,Frank Passingham,UNRATED
Manic,69700.0,Jordan Melamed,Joseph Gordon-Levitt,Michael Bacall,Zooey Deschanel,R
Desperate Remedies,69700.0,Stewart Main,Peter Wells,Jennifer Ward-Lealand,Kevin Smith,R
Seventh Heaven,69500.0,BenoÃ®t Jacquot,Sandrine Kiberlain,Vincent Lindon,FranÃ§ois BerlÃ©and,NULL
Loving Jezebel,69500.0,Kwyn Bader,Hill Harper,Laurel Holloman,David Moscow,R
The Crimson Rivers,69300.0,Mathieu Kassovitz,Jean Reno,Vincent Cassel,Nadia FarÃ¨s,R
The Sicilian Girl,69300.0,Marco Amenta,Veronica D'Agostino,GÃ©rard Jugnot,Marcello Mazzarella,NULL
The Tree,69200.0,Julie Bertuccelli,Charlotte Gainsbourg,Morgana Davies,Marton Csokas,NULL
Mirror,69200.0,Agan,Nicholas Tse,Ruby Lin,John Cheng,NULL
World and Time Enough,69000.0,Eric Mueller,Jennifer Jordan Campbell,Kathleen Fuller,Gregory Gifford Giles,NULL
Coherence,68900.0,James Ward Byrkit,Emily Baldoni,Maury Sterling,Nicholas Brendon,NULL
Mugamoodi,68700.0,Myshkin,Jiiva,Narein,Nasser,NOT_RATED
Klown,68600.0,Mikkel NÃ¸rgaard,Frank Hvam,Casper Christensen,Marcuz Jess Petersen,R
The Conquest,68500.0,Xavier Durringer,Denis PodalydÃ¨s,Florence Pernel,Bernard Le Coq,NOT_RATED
Girls Can't Swim,68500.0,Anne-Sophie Birot,Isild Le Besco,Karen Alyx,Pascale BussiÃ¨res,NULL
White on Rice,68400.0,Dave Boyle,Hiroshi Watanabe,Nae,Mio Takada,PG_13
Still Life,68200.0,Zhangke Jia,Tao Zhao,Zhou Lan,Sanming Han,NULL
Leaves of Grass,68000.0,Tim Blake Nelson,Edward Norton,Keri Russell,Henry Max Nelson,R
Unconscious,68000.0,JoaquÃ­n Oristrell,Leonor Watling,Luis Tosar,Ãlex BrendemÃ¼hl,R
Hollywood Buddha,67900.0,Philippe Caland,Bryan 'Wacko' Black,Brandi Michelle Bourgon,Nancie Boykiss,NULL
My Way,67300.0,Je-kyu Kang,Dong-gun Jang,JÃ´ Odagiri,Bingbing Fan,R
Autumn Spring,67300.0,VladimÃ­r MichÃ¡lek,Vlastimil BrodskÃ½,Stella ZÃ¡zvorkovÃ¡,Stanislav Zindulka,PG_13
John Rabe,67300.0,Florian Gallenberger,Ulrich Tukur,Daniel BrÃ¼hl,Steve Buscemi,NULL
Stuck,67200.0,Stuart Gordon,Mena Suvari,Stephen Rea,Russell Hornsby,R
Puncture,67100.0,Adam Kassen,Mark Kassen,Chris Evans,Mark Kassen,R
Take Out,66900.0,Sean Baker,Shih-Ching Tsou,Charles Jang,Jeng-Hua Yu,NULL
Beowulf & Grendel,66900.0,Sturla Gunnarsson,Hringur Ingvarsson,Spencer Wilding,Stellan SkarsgÃ¥rd,R
Disgrace,66600.0,Steve Jacobs,John Malkovich,Natalie Becker,Jessica Haines,R
An Oversimplification of Her Beauty,66000.0,Terence Nance,Alisa Becher,Jc Cain,Dexter Jones,NULL
Diggers,65900.0,Katherine Dieckmann,Paul Rudd,Ken Marino,Maura Tierney,R
Deadfall,65800.0,Stefan Ruzowitzky,Eric Bana,Olivia Wilde,Charlie Hunnam,R
Manula jugigi,65800.0,Woo-Suk Kang,Joong-Hoon Park,Jin-shil Choi,Jeong-hwa Eom,NULL
Killer: A Journal of Murder,65700.0,Tim Metcalfe,James Woods,Robert Sean Leonard,Ellen Greene,R
The Son,65600.0,Jean-Pierre Dardenne,Luc Dardenne,Olivier Gourmet,Morgan Marinne,NULL
Restaurant,65500.0,Eric Bross,Adrien Brody,Elise Neal,David Moscow,R
God Is Great and I'm Not,65500.0,Pascale Bailly,Audrey Tautou,Edouard Baer,Julie Depardieu,NOT_RATED
An Unforgettable Summer,65400.0,Lucian Pintilie,Kristin Scott Thomas,Claudiu Bleont,Olga Tudorache,NULL
The Violin,65300.0,Francisco Vargas,Ãngel Tavira,Gerardo Taracena,Dagoberto Gama,NULL
The Notebook,65300.0,JÃ¡nos SzÃ¡sz,LÃ¡szlÃ³ GyÃ©mÃ¡nt,AndrÃ¡s GyÃ©mÃ¡nt,Piroska MolnÃ¡r,R
Una noche,65200.0,Lucy Mulloy,Dariel Arrechaga,AnailÃ­n de la RÃºa de la Torre,Javier NÃºÃ±ez FloriÃ¡n,NOT_RATED
Leon the Pig Farmer,65200.0,Vadim Jean,Gary Sinyor,Mark Frankel,Janet Suzman,NULL
Redacted,65100.0,Brian De Palma,Patrick Carroll,Rob Devaney,Izzy Diaz,R
The Last Good Time,65100.0,Bob Balaban,Armin Mueller-Stahl,Maureen Stapleton,Lionel Stander,R
An Adolescent,65000.0,Eiji Okuda,Eiji Okuda,Mayu Ozawa,Akira Shoji,NULL
Toys in the Attic,64900.0,JirÃ­ Barta,Vivian Schilling,Forest Whitaker,Joan Cusack,PG
Right at Your Door,64800.0,Chris Gorak,Mary McCormack,Rory Cochrane,Tony Perez,R
On the Run,64800.0,Lucas Belvaux,Catherine Frot,Lucas Belvaux,Dominique Blanc,UNRATED
Seeing Other People,64700.0,Wallace Wolodarsky,Jay Mohr,Julianne Nicholson,Andy Richter,R
Intruders,64700.0,Juan Carlos Fresnadillo,Clive Owen,Carice van Houten,IzÃ¡n Corchero,R
The Joyriders,64600.0,Bradley Battersby,Martin Landau,Kris Kristofferson,Shawn Hatosy,PG_13
Julia,64500.0,Erick Zonca,Tilda Swinton,Saul Rubinek,Kate del Castillo,R
Crazy on the Outside,64400.0,Tim Allen,Tim Allen,Sigourney Weaver,Jeanne Tripplehorn,PG_13
Service,64400.0,Brillante Mendoza,Gina PareÃ±o,Jaclyn Jose,Julio Diaz,R
Among Giants,64400.0,Sam Miller,Pete Postlethwaite,Rachel Griffiths,James Thornton,R
Shaolin,64300.0,Benny Chan,Shaoqun Yu,Chen Zhiui,Yu Xing,R
Co Dau Dai Chien,64300.0,Victor Vu,Ngoc Diep,Huy Khanh,Ngan Khanh,NULL
The Notebook,64300.0,Nick Cassavetes,Gena Rowlands,James Garner,Rachel McAdams,PG_13
Behind the Sun,64200.0,Walter Salles,JosÃ© Dumont,Rodrigo Santoro,Rita Assemany,PG_13
Aberdeen,64100.0,Hans Petter Moland,Stellan SkarsgÃ¥rd,Lena Headey,Jean Anderson,TV_MA
Even Money,63900.0,Mark Rydell,Kim Basinger,Forest Whitaker,Nick Cannon,R
Dahek: A Burning Passion,63900.0,Lateef Binny,Sonali Bendre,Danny Denzongpa,Anang Desai,NULL
Just a Kiss,63800.0,Fisher Stevens,Ron Eldard,Kyra Sedgwick,Marisa Tomei,R
James' Journey to Jerusalem,63800.0,Ra'anan Alexandrowicz,Siyabonga Melongisi Shibe,Salim Dau,Arieh Elias,UNRATED
Tosca,63800.0,BenoÃ®t Jacquot,Angela Gheorghiu,Roberto Alagna,Ruggero Raimondi,NULL
The Human Resources Manager,63700.0,Eran Riklis,Mark Ivanir,Noah Silver,Reymonde Amsallem,NULL
The World,63700.0,Zhangke Jia,Tao Zhao,Taisheng Chen,Jue Jing,NULL
Those Who Love Me Can Take the Train,63700.0,Patrice ChÃ©reau,Pascal Greggory,Valeria Bruni Tedeschi,Charles Berling,NULL
S.F.W.,63600.0,Jefery Levy,Stephen Dorff,Reese Witherspoon,Jake Busey,R
The Details,63600.0,Jacob Aaron Estes,Tobey Maguire,Elizabeth Banks,Laura Linney,R
Life is to Whistle,63600.0,Fernando PÃ©rez,JosÃ© Andrade,Maudelet Badia,Elena BolaÃ±os,NULL
Untold Scandal,63300.0,Je-yong Lee,Mi-suk Lee,Do-yeon Jeon,Yong-jun Bae,NULL
Renaissance,63300.0,Christian Volckman,Daniel Craig,Catherine McCormack,Jonathan Pryce,R
Heropanti,63100.0,Sabir Khan,Tiger Shroff,Kriti Sanon,Parth Akerkar,NULL
In Paris,63000.0,Christophe HonorÃ©,Romain Duris,Louis Garrel,Alice Butaud,NULL
Heartbeats,63000.0,Xavier Dolan,Xavier Dolan,Monia Chokri,Niels Schneider,NULL
Delta of Venus,62900.0,Zalman King,Audie England,Costas Mandylor,Eric Da Silva,NC_17
Private Property,62900.0,Joachim Lafosse,Isabelle Huppert,JÃ©rÃ©mie Renier,Yannick Renier,UNRATED
Goodbye First Love,62900.0,Mia Hansen-LÃ¸ve,Lola CrÃ©ton,Sebastian Urzendowsky,Magne-HÃ¥vard Brekke,NOT_RATED
Hollow Reed,62800.0,Angela Pope,Sam Bould,Martin Donovan,Ian Hart,R
The Nines,62700.0,John August,Ryan Reynolds,Hope Davis,Melissa McCarthy,R
Summer Palace,62700.0,Ye Lou,Xueyun Bai,Lin Cui,Yihong Duan,NULL
The Making of '...And God Spoke',62600.0,Arthur Borman,Michael Riley,Stephen Rappaport,Tamara Mello,R
Skills Like This,62400.0,Monty Miranda,Spencer Berger,Brian D. Phelan,Gabriel Tigerman,NULL
Mail Order Wife,62400.0,Huck Botko,Andrew Gurland,Adrian Martinez,Roland Uruci,R
The Last Sentence,62300.0,Jan Troell,Jesper Christensen,Pernilla August,Ulla Skoog,NULL
Cover,62200.0,Bill Duke,Aunjanue Ellis,Razaaq Adoti,Vivica A. Fox,PG_13
Warm Water Under a Red Bridge,62000.0,ShÃ´hei Imamura,KÃ´ji Yakusho,Misa Shimizu,Mitsuko BaishÃ´,NULL
Trigun: Badlands Rumble,62000.0,Satoshi Nishimura,Charles Baker,Ed Blaylock,Johnny Yong Bosch,NULL
Hatchet II,62000.0,Adam Green,Danielle Harris,Kane Hodder,Tony Todd,UNRATED
Viva Riva!,61800.0,Djo Munga,Patsha Bay,Manie Malone,Diplome Amekindra,R
Alice's House,61700.0,Chico Teixeira,Carla Ribas,Berta Zemel,Vinicius Zinn,UNRATED
Mad About Mambo,61700.0,John Forte,William Ash,Maclean Stewart,Tim Loane,PG_13
Backwards,61500.0,Ben Hickernell,Sarah Megan Thomas,James Van Der Beek,Glenn Morshower,PG
The Art of the Steal,61400.0,Jonathan Sobol,Kurt Russell,Jay Baruchel,Katheryn Winnick,R
Time of the Wolf,61400.0,Michael Haneke,Isabelle Huppert,AnaÃ¯s Demoustier,BÃ©atrice Dalle,R
Poster Boy,61400.0,Zak Tucker,Matt Newton,Michael Lerner,Karen Allen,R
The Wild Child,61400.0,FranÃ§ois Truffaut,FranÃ§ois Truffaut,Jean-Pierre Cargol,FranÃ§oise Seigner,G
Silent Tongue,61300.0,Sam Shepard,Alan Bates,Richard Harris,River Phoenix,PG_13
Tideland,61200.0,Terry Gilliam,Jeff Bridges,Jennifer Tilly,Jodelle Ferland,R
The Sea,61100.0,Baltasar KormÃ¡kur,Gunnar EyjÃ³lfsson,Hilmir SnÃ¦r GuÃ°nason,HÃ©lÃ¨ne de Fougerolles,NULL
Man of Tai Chi,61100.0,Keanu Reeves,Tiger Hu Chen,Keanu Reeves,Karen Mok,R
The Holy Mountain,61000.0,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,R
The Wicker Man,60900.0,Robin Hardy,Edward Woodward,Christopher Lee,Diane Cilento,R
It's Pat,60800.0,Adam Bernstein,Julia Sweeney,Dave Foley,Charles Rocket,PG_13
Aurora Borealis,60600.0,James C.E. Burke,Joshua Jackson,Donald Sutherland,Juliette Lewis,R
Jealousy,60400.0,Philippe Garrel,Louis Garrel,Anna Mouglalis,Rebecca Convenant,NULL
How I Live Now,60200.0,Kevin Macdonald,Saoirse Ronan,Tom Holland,George MacKay,R
Hara-Kiri: Death of a Samurai,60200.0,Takashi Miike,KÃ´ji Yakusho,Munetaka Aoki,Naoto Takenaka,NOT_RATED
Noi the Albino,60100.0,Dagur KÃ¡ri,TÃ³mas Lemarquis,ÃrÃ¶stur LeÃ³ Gunnarsson,ElÃ­n HansdÃ³ttir,PG_13
Let the Bullets Fly,60000.0,Wen Jiang,Yun-Fat Chow,Wen Jiang,You Ge,NOT_RATED
Na-moo-eobs-neun san,60000.0,So-yong Kim,Chae Gil Byung,Jung Gil Ja,Shin Hyun Je,NULL
No Such Thing,60000.0,Hal Hartley,Sarah Polley,Robert John Burke,Helen Mirren,TV_14
Le polygraphe,60000.0,Robert Lepage,Patrick Goyette,Marie Brassard,Peter Stormare,NULL
Date with Death,60000.0,Harold Daniels,Gerald Mohr,Liz Renay,Robert Clarke,NULL
Wu kui,59900.0,Jianxin Huang,Shih Chang,Bao-ming Gu,Mingjun Kao,NULL
Titanic Town,59800.0,Roger Michell,Julie Walters,CiarÃ¡n Hinds,Nuala O'Neill,NULL
Siddharth,59800.0,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,NULL
Three,59800.0,Tom Tykwer,Sophie Rois,Sebastian Schipper,Devid Striesow,NULL
Chelsea Walls,59700.0,Ethan Hawke,Paz de la Huerta,Vincent D'Onofrio,Bianca Hunter,R
Bicycling with Molière,59600.0,Philippe Le Guay,Fabrice Luchini,Lambert Wilson,Maya Sansa,NOT_RATED
Gray Matters,59600.0,Sue Kramer,Heather Graham,Tom Cavanagh,Bridget Moynahan,PG_13
Bulgarian Lovers,59400.0,Eloy de la Iglesia,Fernando GuillÃ©n Cuervo,Dritan Biba,PepÃ³n Nieto,R
Wetlands,59400.0,David Wnendt,Carla Juri,Christoph Letkowski,Marlen Kruse,NULL
Painted Fire,59400.0,Kwon-taek Im,Min-sik Choi,Sung-kee Ahn,Ho-jeong Yu,UNRATED
Cheap Thrills,59400.0,E.L. Katz,Pat Healy,Ethan Embry,Sara Paxton,NOT_RATED
Frontera,59300.0,Michael Berry,Ed Harris,Eva Longoria,Michael PeÃ±a,PG_13
Hallam Foe,59300.0,David Mackenzie,Jamie Bell,Ruth Milne,John Paul Lawler,R
Meet Bill,59100.0,Bernie Goldmann,Melisa Wallack,Aaron Eckhart,Jessica Alba,R
Je t'aime je t'aime,59000.0,Alain Resnais,Claude Rich,Olga Georges-Picot,Anouk Ferjac,NULL
Joe the King,59000.0,Frank Whaley,Noah Fleiss,Karen Young,Camryn Manheim,R
Down and Out with the Dolls,58900.0,Kurt Voss,ZoÃ« Poledouris,Kinnie Starr,Melody Moore,R
