name	year	genre	runtime	rating	num_votes	img_src	revenue	director	actor1	actor2	actor3	rated
quills	2000	Biography	124	7.4	40755	http://ia.media-imdb.com/images/M/MV5BMjAzMTYxMjc1Ml5BMl5BanBnXkFtZTcwNTE1ODkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	7060000	Philip Kaufman	Geoffrey Rush	Kate Winslet	Joaquin Phoenix	R
phat girlz	2006	Comedy	99	2.9	8072	http://ia.media-imdb.com/images/M/MV5BNDIyNzU2NTkwM15BMl5BanBnXkFtZTcwNDYyMDMzMQ@@._V1._SX54_CR0,0,54,74_.jpg	7060000	Nnegest LikkÃ©	Mo'Nique	Kendra C. Johnson	Jimmy Jean-Louis	PG_13
turistas	2006	Horror	93	5.3	28242	http://ia.media-imdb.com/images/M/MV5BMTc1MzIzODc3MF5BMl5BanBnXkFtZTcwMjg1NTY0MQ@@._V1._SX54_CR0,0,54,74_.jpg	7030000	John Stockwell	Josh Duhamel	Melissa George	Olivia Wilde	R
kissing jessica stein	2001	Comedy	97	6.7	12930	http://ia.media-imdb.com/images/M/MV5BMTQyODA0NTc4OF5BMl5BanBnXkFtZTcwMjc0MDEyMQ@@._V1._SX54_CR0,0,54,74_.jpg	7020000	Charles Herman-Wurmfeld	Jennifer Westfeldt	Heather Juergensen	Tovah Feldshuh	TV_MA
crossover	2006	Action	95	2	8494	http://ia.media-imdb.com/images/M/MV5BMTU4NDg4MjUyMV5BMl5BanBnXkFtZTcwNzIzNTQzMQ@@._V1._SX54_CR0,0,54,74_.jpg	7010000	Preston A. Whitmore II	Anthony Mackie	Wesley Jonathan	Wayne Brady	PG_13
bug	2006	Horror	102	6	25170	http://ia.media-imdb.com/images/M/MV5BMjIzOTUzMDkzMV5BMl5BanBnXkFtZTcwMDY2MjMzMw@@._V1._SX54_CR0,0,54,74_.jpg	7010000	William Friedkin	Ashley Judd	Michael Shannon	Harry Connick Jr.	R
the triplets of belleville	2003	Animation	78	7.8	36945	http://ia.media-imdb.com/images/M/MV5BMjAzMzUxNzc5M15BMl5BanBnXkFtZTgwODc2NDE2MDE@._V1._SX54_CR0,0,54,74_.jpg	7e+06	Sylvain Chomet	MichÃ¨le Caucheteux	Jean-Claude Donda	Michel Robin	PG_13
an american carol	2008	Comedy	83	4.4	8258	http://ia.media-imdb.com/images/M/MV5BMTkzNjE3NzY4OV5BMl5BanBnXkFtZTcwMDY4ODUwMg@@._V1._SX54_CR0,0,54,74_.jpg	7e+06	David Zucker	Kevin P. Farley	Kelsey Grammer	Leslie Nielsen	PG_13
fearless	2006	Action	104	7.7	55562	http://ia.media-imdb.com/images/M/MV5BMTI5MjA2Mzk2M15BMl5BanBnXkFtZTcwODY1MDUzMQ@@._V1._SX54_CR0,0,54,74_.jpg	7e+06	Peter Weir	Jeff Bridges	Isabella Rossellini	Rosie Perez	R
fearless	1993	Drama	122	7.2	15721	http://ia.media-imdb.com/images/M/MV5BMTI0MTA3Njk0OV5BMl5BanBnXkFtZTcwNzMxMzcxMQ@@._V1._SX54_CR0,0,54,74_.jpg	7e+06	Peter Weir	Jeff Bridges	Isabella Rossellini	Rosie Perez	R
screwed	2000	Comedy	81	5.7	6643	http://ia.media-imdb.com/images/M/MV5BNjMzNzcyMzU0OV5BMl5BanBnXkFtZTYwNDM5Mjg5._V1._SX54_CR0,0,54,74_.jpg	6980000	Scott Alexander	Larry Karaszewski	Norm MacDonald	Dave Chappelle	PG_13
children of the corn ii: the final sacrifice	1992	Horror	92	4.1	5137	http://ia.media-imdb.com/images/M/MV5BMTU5OTQ4MTc2OV5BMl5BanBnXkFtZTcwNDY5ODAwMQ@@._V1._SX54_CR0,0,54,74_.jpg	6980000	David Price	Terence Knox	Paul Scherrer	Ryan Bollman	R
house arrest	1996	Comedy	108	5.6	5929	http://ia.media-imdb.com/images/M/MV5BMTk5MTQ2OTA2MF5BMl5BanBnXkFtZTcwNTQyMDU1MQ@@._V1._SX54_CR0,0,54,74_.jpg	6970000	Harry Winer	Jamie Lee Curtis	Kevin Pollak	Kyle Howard	PG
suburban commando	1991	Action	90	4.2	6666	http://ia.media-imdb.com/images/M/MV5BMjAxNTQ1OTA1OV5BMl5BanBnXkFtZTcwMTg3MTYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6950000	Burt Kennedy	Hulk Hogan	Christopher Lloyd	Shelley Duvall	PG
the girl who played with fire	2009	Crime	129	7.1	61658	http://ia.media-imdb.com/images/M/MV5BMjI0MjIxMDIwNF5BMl5BanBnXkFtZTcwODk5MDc1Mw@@._V1._SX54_CR0,0,54,74_.jpg	6940000	Daniel Alfredson	Noomi Rapace	Michael Nyqvist	Lena Endre	R
sexy beast	2000	Crime	89	7.3	37722	http://ia.media-imdb.com/images/M/MV5BMTM0NjQyNDQ1OF5BMl5BanBnXkFtZTYwNzUyNDI5._V1._SX54_CR0,0,54,74_.jpg	6940000	Jonathan Glazer	Ray Winstone	Ben Kingsley	Ian McShane	R
baseketball	1998	Comedy	103	6.6	44738	http://ia.media-imdb.com/images/M/MV5BMTk0MzE3OTI0MV5BMl5BanBnXkFtZTcwMTM4OTkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6940000	David Zucker	Trey Parker	Matt Stone	Dian Bachar	R
the wedding banquet	1993	Comedy	106	7.7	9617	http://ia.media-imdb.com/images/M/MV5BMjI1NDg2MTQxN15BMl5BanBnXkFtZTcwNTYwNTc3NA@@._V1._SX54_CR0,0,54,74_.jpg	6930000	Ang Lee	Winston Chao	May Chin	Ya-Lei Kuei	R
take me home tonight	2011	Comedy	97	6.4	39656	http://ia.media-imdb.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1._SX54_CR0,0,54,74_.jpg	6920000	Michael Dowse	Topher Grace	Anna Faris	Dan Fogler	R
state and main	2000	Comedy	105	6.8	17315	http://ia.media-imdb.com/images/M/MV5BMTk2NzA4MjI2OV5BMl5BanBnXkFtZTcwMTY3MTAyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6920000	David Mamet	Philip Seymour Hoffman	William H. Macy	Rebecca Pidgeon	R
trapped	2002	Crime	106	6.2	17774	http://ia.media-imdb.com/images/M/MV5BMjE3NDU5MTQ3M15BMl5BanBnXkFtZTcwMzE1MTgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6920000	Luis Mandoki	Kevin Bacon	Charlize Theron	Courtney Love	R
a cry in the dark	1988	Drama	120	6.9	5786	http://ia.media-imdb.com/images/M/MV5BMTEwOTE4NzY5MzdeQTJeQWpwZ15BbWU3MDAwNjYyMjE@._V1._SX54_CR0,0,54,74_.jpg	6910000	Fred Schepisi	Meryl Streep	Sam Neill	Dale Reeves	PG_13
poltergeist	1982	Horror	114	7.4	83031	http://ia.media-imdb.com/images/M/MV5BMTU4NzMyMjAyOV5BMl5BanBnXkFtZTYwNjY0MzI5._V1._SX54_CR0,0,54,74_.jpg	6900000	Tobe Hooper	JoBeth Williams	Heather O'Rourke	Craig T. Nelson	TV_MA
death wish 4: the crackdown	1987	Action	99	5.2	5156	http://ia.media-imdb.com/images/M/MV5BMTMyMzkyMDYxNF5BMl5BanBnXkFtZTcwMTM4NTQyMQ@@._V1._SY74_CR0,0,54,74_.jpg	6880000	J. Lee Thompson	Charles Bronson	Kay Lenz	John P. Ryan	R
redline	2007	Action	95	3.9	7366	http://ia.media-imdb.com/images/M/MV5BODY1MTc3MjQ2MF5BMl5BanBnXkFtZTcwOTI4MTU0MQ@@._V1._SX54_CR0,0,54,74_.jpg	6880000	Andy Cheng	Nathan Phillips	Nadia Bjorlin	Eddie Griffin	PG_13
redline	2009	Animation	102	7.5	4199	http://ia.media-imdb.com/images/M/MV5BNDA1ODI3MTcyNl5BMl5BanBnXkFtZTcwNDkyODYwNw@@._V1._SX54_CR0,0,54,74_.jpg	6880000	Andy Cheng	Nathan Phillips	Nadia Bjorlin	Eddie Griffin	PG_13
cedar rapids	2011	Comedy	87	6.3	30842	http://ia.media-imdb.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@._V1._SX54_CR0,0,54,74_.jpg	6860000	Miguel Arteta	Ed Helms	John C. Reilly	Anne Heche	R
incendies	2010	Drama	139	8.2	55204	http://ia.media-imdb.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1._SX54_CR0,0,54,74_.jpg	6860000	Denis Villeneuve	Lubna Azabal	MÃ©lissa DÃ©sormeaux-Poulin	Maxim Gaudette	R
running scared	2006	Action	122	7.5	82380	http://ia.media-imdb.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1._SX54_CR0,0,54,74_.jpg	6860000	Wayne Kramer	Paul Walker	Cameron Bright	Chazz Palminteri	R
running scared	1986	Action	107	6.5	7562	http://ia.media-imdb.com/images/M/MV5BMTYzMDYyNDYwNl5BMl5BanBnXkFtZTcwODM2OTY2NA@@._V1._SX54_CR0,0,54,74_.jpg	6860000	Wayne Kramer	Paul Walker	Cameron Bright	Chazz Palminteri	R
willard	2003	Drama	100	6.1	14259	http://ia.media-imdb.com/images/M/MV5BMjA4MTEwMTA0OV5BMl5BanBnXkFtZTYwMjcxNjE3._V1._SX54_CR0,0,54,74_.jpg	6850000	Glen Morgan	Crispin Glover	R. Lee Ermey	Laura Harring	PG_13
the spectacular now	2013	Comedy	95	7.2	63255	http://ia.media-imdb.com/images/M/MV5BMjA5MTc0NTkzM15BMl5BanBnXkFtZTcwODEwNjE3OQ@@._V1._SX54_CR0,0,54,74_.jpg	6850000	James Ponsoldt	Miles Teller	Shailene Woodley	Kyle Chandler	R
200 cigarettes	1999	Comedy	101	5.8	12245	http://ia.media-imdb.com/images/M/MV5BMjA2NDgwMDg4Ml5BMl5BanBnXkFtZTcwMzc1NjUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6850000	Risa Bramon Garcia	Ben Affleck	Casey Affleck	Dave Chappelle	R
never talk to strangers	1995	Crime	86	5.1	4543	http://ia.media-imdb.com/images/M/MV5BMTU4NTkzODM2NF5BMl5BanBnXkFtZTcwMDQ0NDIyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6850000	Peter Hall	Rebecca De Mornay	Antonio Banderas	Dennis Miller	R
the collection	2012	Horror	82	6.1	30874	http://ia.media-imdb.com/images/M/MV5BODQ0MDgzNDA0NV5BMl5BanBnXkFtZTcwNDM4MDQ1OA@@._V1._SX54_CR0,0,54,74_.jpg	6840000	Marcus Dunstan	Josh Stewart	Emma Fitzpatrick	Christopher McDonald	R
exit to eden	1994	Comedy	113	4	5155	http://ia.media-imdb.com/images/M/MV5BMjA3OTM4NjQ4Nl5BMl5BanBnXkFtZTcwODY0NjIyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6840000	Garry Marshall	Dana Delany	Dan Aykroyd	Rosie O'Donnell	R
moonlight mile	2002	Drama	117	6.7	11177	http://ia.media-imdb.com/images/M/MV5BMTY5MTA1MTgyMV5BMl5BanBnXkFtZTYwNzE5NDg3._V1._SX54_CR0,0,54,74_.jpg	6830000	Brad Silberling	Jake Gyllenhaal	Dustin Hoffman	Susan Sarandon	PG_13
the chipmunk adventure	1987	Animation	77	7.2	3771	http://ia.media-imdb.com/images/M/MV5BMTk4NjM5MzI1NV5BMl5BanBnXkFtZTcwNjc3NzIzMQ@@._V1._SX54_CR0,0,54,74_.jpg	6800000	Janice Karman	Ross Bagdasarian Jr.	Janice Karman	Dody Goodman	G
mixed nuts	1994	Comedy	97	5.3	7079	http://ia.media-imdb.com/images/M/MV5BMTQ5NzY1MDA4OF5BMl5BanBnXkFtZTcwMTYwNDcxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6800000	Nora Ephron	Steve Martin	Madeline Kahn	Robert Klein	PG_13
trick or treat	1986	Comedy	98	5.7	3588	http://ia.media-imdb.com/images/M/MV5BMTkwMjYzNDg4Ml5BMl5BanBnXkFtZTcwMzEzMTkzMQ@@._V1._SY74_CR10,0,54,74_.jpg	6800000	Charles Martin Smith	Marc Price	Tony Fields	Lisa Orgolini	R
conviction	2010	Biography	107	7.2	30082	http://ia.media-imdb.com/images/M/MV5BMjEwNzUzNTk0Ml5BMl5BanBnXkFtZTcwMDE1MTk1Mw@@._V1._SX54_CR0,0,54,74_.jpg	6780000	Tony Goldwyn	Hilary Swank	Sam Rockwell	Melissa Leo	R
in the valley of elah	2007	Crime	121	7.2	55325	http://ia.media-imdb.com/images/M/MV5BMTg2ODAxOTE2OF5BMl5BanBnXkFtZTcwODYxODE1MQ@@._V1._SX54_CR0,0,54,74_.jpg	6780000	Paul Haggis	Tommy Lee Jones	Charlize Theron	Jonathan Tucker	R
thunderbirds	2004	Action	95	4.2	9920	http://ia.media-imdb.com/images/M/MV5BMTU2NDA1NTkyN15BMl5BanBnXkFtZTYwNzAzODg2._V1._SX54_CR0,0,54,74_.jpg	6770000	Jonathan Frakes	Bill Paxton	Anthony Edwards	Ben Kingsley	PG
ladies in lavender	2004	Drama	104	7.1	7381	http://ia.media-imdb.com/images/M/MV5BMTU4NTg4MzE4MV5BMl5BanBnXkFtZTcwNzk5MDkyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6760000	Charles Dance	Judi Dench	Maggie Smith	Daniel BrÃ¼hl	PG_13
the forsaken	2001	Horror	90	5.3	6910	http://ia.media-imdb.com/images/M/MV5BMTI2Mzg0ODQ2MF5BMl5BanBnXkFtZTcwNzU5OTAyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6760000	J.S. Cardone	Kerr Smith	Brendan Fehr	Izabella Miko	R
running with scissors	2006	Comedy	116	6.2	18895	http://ia.media-imdb.com/images/M/MV5BMTIwOTU2NjE0N15BMl5BanBnXkFtZTcwMTg2MDUzMQ@@._V1._SX54_CR0,0,54,74_.jpg	6750000	Ryan Murphy	Joseph Cross	Annette Bening	Brian Cox	R
the mambo kings	1992	Drama	104	6.4	3869	http://ia.media-imdb.com/images/M/MV5BMjA5MDc1OTM0NF5BMl5BanBnXkFtZTcwNDcyMzAzMQ@@._V1._SY74_CR1,0,54,74_.jpg	6740000	Arne Glimcher	Armand Assante	Antonio Banderas	Cathy Moriarty	R
fortress	1992	Action	95	5.8	21518	http://ia.media-imdb.com/images/M/MV5BMjA5MDExOTA3M15BMl5BanBnXkFtZTcwMDA0MDkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6740000	Stuart Gordon	Christopher Lambert	Loryn Locklin	Kurtwood Smith	R
amour	2012	Drama	127	7.8	58644	http://ia.media-imdb.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1._SX54_CR0,0,54,74_.jpg	6740000	Michael Haneke	Jean-Louis Trintignant	Emmanuelle Riva	Isabelle Huppert	PG_13
nine 1/2 weeks	1986	Drama	117	5.8	25151	http://ia.media-imdb.com/images/M/MV5BMjE1NDY1NjA4MV5BMl5BanBnXkFtZTYwMzU0Mzk4._V1._SX54_CR0,0,54,74_.jpg	6730000	Adrian Lyne	Mickey Rourke	Kim Basinger	Margaret Whitton	R
smoke signals	1998	Comedy	89	7.2	7511	http://ia.media-imdb.com/images/M/MV5BMjA4MjU1NTg0NF5BMl5BanBnXkFtZTgwODYwMDQ1MjE@._V1._SX54_CR0,0,54,74_.jpg	6720000	Chris Eyre	Adam Beach	Evan Adams	Irene Bedard	TV_14
american history x	1998	Crime	119	8.6	619199	http://ia.media-imdb.com/images/M/MV5BMjMzNDUwNTIyMF5BMl5BanBnXkFtZTcwNjMwNDg3OA@@._V1._SY74_CR2,0,54,74_.jpg	6710000	Tony Kaye	Edward Norton	Edward Furlong	Beverly D'Angelo	R
into the night	1985	Comedy	115	6.5	6764	http://ia.media-imdb.com/images/M/MV5BMjI3ODQ5NDExN15BMl5BanBnXkFtZTgwMDA5ODAxMDE@._V1._SX54_CR0,0,54,74_.jpg	6700000	John Landis	Jeff Goldblum	Michelle Pfeiffer	Carmen Argenziano	R
mighty aphrodite	1995	Comedy	95	7.1	27542	http://ia.media-imdb.com/images/M/MV5BMTUzMzE3Nzg5Ml5BMl5BanBnXkFtZTcwNTIxNDEyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6700000	Woody Allen	Woody Allen	Mira Sorvino	Pamela Blair	R
delta force 2: the colombian connection	1990	Action	111	4.6	4253	http://ia.media-imdb.com/images/M/MV5BMTU5MDg0ODIxMV5BMl5BanBnXkFtZTcwMzYyMDgxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6700000	Aaron Norris	Chuck Norris	John P. Ryan	Billy Drago	R
the closet	2001	Comedy	84	7.1	12489	http://ia.media-imdb.com/images/M/MV5BMTI1Mzc2MjE0N15BMl5BanBnXkFtZTYwNjQwMDg5._V1._SX54_CR0,0,54,74_.jpg	6670000	Francis Veber	Daniel Auteuil	GÃ©rard Depardieu	Thierry Lhermitte	R
hairspray	2007	Comedy	117	6.8	84034	http://ia.media-imdb.com/images/M/MV5BMTIyMTMzNzIyNV5BMl5BanBnXkFtZTcwMjM1NDk0MQ@@._V1._SX54_CR0,0,54,74_.jpg	6670000	John Waters	Sonny Bono	Ruth Brown	Divine	PG
hairspray	1988	Comedy	92	6.9	14075	http://ia.media-imdb.com/images/M/MV5BMTczMTc2NzYzM15BMl5BanBnXkFtZTYwNzI1OTc5._V1._SX54_CR0,0,54,74_.jpg	6670000	John Waters	Sonny Bono	Ruth Brown	Divine	PG
city island	2009	Comedy	104	7.4	25091	http://ia.media-imdb.com/images/M/MV5BMTM1MTY2Mjk0Nl5BMl5BanBnXkFtZTcwMDYxODkxMw@@._V1._SX54_CR0,0,54,74_.jpg	6670000	Raymond De Felitta	Andy Garcia	Julianna Margulies	Steven Strait	PG_13
black moon rising	1986	Action	100	5.4	3143	http://ia.media-imdb.com/images/M/MV5BMjEyODQ4MDg4MV5BMl5BanBnXkFtZTcwMzg4MDYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6640000	Harley Cokeliss	Tommy Lee Jones	Linda Hamilton	Robert Vaughn	R
u turn	1997	Crime	125	6.8	38369	http://ia.media-imdb.com/images/M/MV5BMTg0ODEwMzA5M15BMl5BanBnXkFtZTgwNjU0NTcxMTE@._V1._SX54_CR0,0,54,74_.jpg	6630000	Oliver Stone	Sean Penn	Jennifer Lopez	Nick Nolte	R
seeking a friend for the end of the world	2012	Comedy	101	6.7	70168	http://ia.media-imdb.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@._V1._SX54_CR0,0,54,74_.jpg	6620000	Lorene Scafaria	Steve Carell	Keira Knightley	Melanie Lynskey	R
the last station	2009	Biography	112	7	13613	http://ia.media-imdb.com/images/M/MV5BMTA4MTAzNTQzMDNeQTJeQWpwZ15BbWU3MDgzNTg2MDM@._V1._SX54_CR0,0,54,74_.jpg	6620000	Michael Hoffman	Helen Mirren	James McAvoy	Christopher Plummer	R
the savages	2007	Comedy	114	7.2	30148	http://ia.media-imdb.com/images/M/MV5BMTU5NjMyMjk0OF5BMl5BanBnXkFtZTYwNzM4MDM4._V1._SX54_CR0,0,54,74_.jpg	6610000	Tamara Jenkins	Laura Linney	Philip Seymour Hoffman	Philip Bosco	R
the hunted	2003	Action	94	6	31537	http://ia.media-imdb.com/images/M/MV5BMTI0MjI4ODg2NV5BMl5BanBnXkFtZTcwMzI0NjgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6610000	J.F. Lawton	Christopher Lambert	John Lone	Joan Chen	R
the hunted	1995	Action	106	5.9	3354	http://ia.media-imdb.com/images/M/MV5BMTI4MjA5Nzg1M15BMl5BanBnXkFtZTcwOTU5ODEyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6610000	J.F. Lawton	Christopher Lambert	John Lone	Joan Chen	R
best of the best ii	1993	Action	101	5.2	3560	http://ia.media-imdb.com/images/M/MV5BMTg0MjExODk4MV5BMl5BanBnXkFtZTcwMzc4MDE0MQ@@._V1._SY74_CR0,0,54,74_.jpg	6610000	Robert Radler	Eric Roberts	Phillip Rhee	Chris Penn	R
the grandmaster	2013	Action	130	6.5	19622	http://ia.media-imdb.com/images/M/MV5BMTQ0OTY2NTU2MF5BMl5BanBnXkFtZTcwNTEyMjY2OQ@@._V1._SX54_CR0,0,54,74_.jpg	6590000	Kar Wai Wong	Tony Chiu Wai Leung	Ziyi Zhang	Jin Zhang	PG_13
femme fatale	2002	Crime	114	6.3	26118	http://ia.media-imdb.com/images/M/MV5BMTczMjc2MjA2OV5BMl5BanBnXkFtZTYwMjAwNDk5._V1._SX54_CR0,0,54,74_.jpg	6590000	Brian De Palma	Rebecca Romijn	Antonio Banderas	Peter Coyote	R
millions	2004	Comedy	98	7	19994	http://ia.media-imdb.com/images/M/MV5BMTQ2NDkwNjY1N15BMl5BanBnXkFtZTYwNzEwMDU3._V1._SX54_CR0,0,54,74_.jpg	6580000	Danny Boyle	Alex Etel	James Nesbitt	Daisy Donovan	TV_14
once upon a forest	1993	Animation	71	6.5	3288	http://ia.media-imdb.com/images/M/MV5BMTUyMzM3Mjk0N15BMl5BanBnXkFtZTcwNTMwNDAzMQ@@._V1._SX54_CR0,0,54,74_.jpg	6570000	Charles Grosvenor	Michael Crawford	Ben Vereen	Ellen Blain	G
curse of the golden flower	2006	Action	111	7	33141	http://ia.media-imdb.com/images/M/MV5BMTA3NTY2MjA0NzFeQTJeQWpwZ15BbWU3MDgwNTA3NDE@._V1._SX54_CR0,0,54,74_.jpg	6570000	Yimou Zhang	Yun-Fat Chow	Li Gong	Jay Chou	R
strange wilderness	2008	Comedy	87	5.3	17301	http://ia.media-imdb.com/images/M/MV5BMTI1MTI1OTUxNl5BMl5BanBnXkFtZTcwMDQzMjU1MQ@@._V1._SX54_CR0,0,54,74_.jpg	6560000	Fred Wolf	Steve Zahn	Allen Covert	Justin Long	R
i dreamed of africa	2000	Adventure	114	5.5	3413	http://ia.media-imdb.com/images/M/MV5BMjc3NzkyMjQzM15BMl5BanBnXkFtZTcwNjk1NzkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6540000	Hugh Hudson	Kim Basinger	Vincent Perez	Liam Aiken	PG_13
the rules of attraction	2002	Comedy	110	6.8	41405	http://ia.media-imdb.com/images/M/MV5BMTUxOTAyODE2Nl5BMl5BanBnXkFtZTYwMTI3NzE3._V1._SY74_CR0,0,54,74_.jpg	6530000	Roger Avary	James Van Der Beek	Ian Somerhalder	Shannyn Sossamon	R
3 idiots	2009	Comedy	170	8.5	130790	http://ia.media-imdb.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@._V1._SX54_CR0,0,54,74_.jpg	6520000	Rajkumar Hirani	Aamir Khan	Madhavan	Mona Singh	PG_13
maria full of grace	2004	Crime	101	7.5	28268	http://ia.media-imdb.com/images/M/MV5BMjAyMTM0MDA4NV5BMl5BanBnXkFtZTcwNTY0OTUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6520000	Joshua Marston	Catalina Sandino Moreno	Guilied Lopez	Orlando TobÃ³n	R
the road to wellville	1994	Comedy	118	5.7	9091	http://ia.media-imdb.com/images/M/MV5BMTg0MDc4NTY5N15BMl5BanBnXkFtZTcwMzU1NTYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6510000	Alan Parker	Anthony Hopkins	Bridget Fonda	Matthew Broderick	R
the osterman weekend	1983	Action	103	5.9	5655	http://ia.media-imdb.com/images/M/MV5BMTgyMzY1NzYxNl5BMl5BanBnXkFtZTcwOTQ4MjUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6500000	Sam Peckinpah	Rutger Hauer	John Hurt	Craig T. Nelson	R
star 80	1983	Biography	103	6.6	3876	http://ia.media-imdb.com/images/M/MV5BMTM1MjUyODU0OF5BMl5BanBnXkFtZTcwNzA3NTkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6500000	Bob Fosse	Mariel Hemingway	Eric Roberts	Cliff Robertson	R
flashback	1990	Action	108	6.1	3603	http://ia.media-imdb.com/images/M/MV5BMTI5MDM1MTg2MF5BMl5BanBnXkFtZTcwODAyMzcxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6490000	Franco Amurri	Dennis Hopper	Kiefer Sutherland	Carol Kane	R
switchback	1997	Crime	118	6.4	8767	http://ia.media-imdb.com/images/M/MV5BMjAzNzM2Nzg2OV5BMl5BanBnXkFtZTcwMjM1MjcxMQ@@._V1._SX54_CR0,0,54,74_.jpg	6480000	Jeb Stuart	Danny Glover	Dennis Quaid	Claudia Stedelin	R
the real mccoy	1993	Drama	105	5.4	6118	http://ia.media-imdb.com/images/M/MV5BNzYwNzgwNzkyNF5BMl5BanBnXkFtZTYwMzgzODA5._V1._SX54_CR0,0,54,74_.jpg	6470000	Russell Mulcahy	Kim Basinger	Val Kilmer	Terence Stamp	PG_13
the big bounce	2004	Comedy	88	4.9	14718	http://ia.media-imdb.com/images/M/MV5BMTU5NDM5ODEyM15BMl5BanBnXkFtZTYwMTcyMTY3._V1._SX54_CR0,0,54,74_.jpg	6470000	George Armitage	Owen Wilson	Morgan Freeman	Gary Sinise	R
mac and me	1988	Adventure	95	3.4	6646	http://ia.media-imdb.com/images/M/MV5BMjE0NDA2NDg1M15BMl5BanBnXkFtZTcwMzgzNzA2NA@@._V1._SX54_CR0,0,54,74_.jpg	6420000	Stewart Raffill	Christine Ebersole	Jonathan Ward	Tina Caspary	PG
brideshead revisited	2008	Drama	133	6.7	8774	http://ia.media-imdb.com/images/M/MV5BMTQ4MTU5MjAyN15BMl5BanBnXkFtZTcwOTcxMzE3MQ@@._V1._SX54_CR0,0,54,74_.jpg	6410000	Julian Jarrold	Matthew Goode	Patrick Malahide	Hayley Atwell	PG_13
six degrees of separation	1993	Comedy	112	6.9	14947	http://ia.media-imdb.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1._SX54_CR0,0,54,74_.jpg	6410000	Fred Schepisi	Will Smith	Stockard Channing	Donald Sutherland	R
the rocker	2008	Comedy	102	6.2	29481	http://ia.media-imdb.com/images/M/MV5BMTYyMTgzMTQ0MF5BMl5BanBnXkFtZTcwNTE3OTU3MQ@@._V1._SX54_CR0,0,54,74_.jpg	6410000	Peter Cattaneo	Rainn Wilson	Josh Gad	Christina Applegate	PG_13
my own private idaho	1991	Drama	104	7.1	31806	http://ia.media-imdb.com/images/M/MV5BNTgyODU3MjE1M15BMl5BanBnXkFtZTcwNzQzOTcyMQ@@._V1._SY74_CR0,0,54,74_.jpg	6400000	Gus Van Sant	River Phoenix	Keanu Reeves	James Russo	R
gods and monsters	1998	Biography	105	7.5	23280	http://ia.media-imdb.com/images/M/MV5BMTk0Mjk4NDIzNl5BMl5BanBnXkFtZTcwNTk0NjcyMQ@@._V1._SX54_CR0,0,54,74_.jpg	6390000	Bill Condon	Ian McKellen	Brendan Fraser	Lynn Redgrave	R
the secret in their eyes	2009	Drama	129	8.3	94457	http://ia.media-imdb.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1._SX54_CR0,0,54,74_.jpg	6390000	Juan JosÃ© Campanella	Ricardo DarÃ­n	Soledad Villamil	Pablo Rago	R
post grad	2009	Comedy	88	5.3	10080	http://ia.media-imdb.com/images/M/MV5BMTcxNzg0NDQ4NF5BMl5BanBnXkFtZTcwMzM2Njg0Mg@@._V1._SX54_CR0,0,54,74_.jpg	6370000	Vicky Jenson	Alexis Bledel	Michael Keaton	Carol Burnett	PG_13
