Snow White and the Huntsman,2012,Action,127,6.2,189951
The Untouchables,1987,Crime,119,8.0,189869
Moonrise Kingdom,2012,Comedy,94,7.8,189812
Mean Girls,2004,Comedy,97,7.0,189210
Forgetting Sarah Marshall,2008,Comedy,111,7.2,189034
The Nightmare Before Christmas,1993,Animation,76,8.1,188655
Seven Samurai,1954,Drama,207,8.7,188516
Scream,1996,Horror,111,7.2,188168
Gone in Sixty Seconds,2000,Action,118,6.4,188059
The Bourne Legacy,2012,Action,135,6.7,187654
The Book of Eli,2010,Action,118,6.9,187021
The Fugitive,1993,Action,130,7.8,186856
Insomnia,2002,Crime,118,7.2,186783
Green Lantern,2011,Action,114,5.7,186649
Divergent,2014,Action,139,6.9,187007
Stardust,2007,Adventure,127,7.7,185128
The Mist,2007,Horror,126,7.2,184722
Fear and Loathing in Las Vegas,1998,Comedy,118,7.7,184659
Hellboy II: The Golden Army,2008,Action,120,7.1,183678
Law Abiding Citizen,2009,Crime,109,7.4,183537
Prince of Persia: The Sands of Time,2010,Action,116,6.6,183049
Hannibal,2001,Crime,131,6.7,182793
Bridesmaids,2011,Comedy,125,6.8,182425
Top Gun,1986,Action,110,6.8,182437
Robin Hood,2010,Action,140,6.7,182428
The A-Team,2010,Action,117,6.8,181664
John Carter,2012,Action,132,6.6,181600
Vanilla Sky,2001,Fantasy,136,6.9,181555
Gattaca,1997,Drama,106,7.8,181479
1408,2007,Horror,104,6.8,181331
North by Northwest,1959,Mystery,136,8.5,181270
28 Weeks Later,2007,Horror,100,7.0,181110
The Boondock Saints,1999,Action,108,7.9,181086
The Descendants,2011,Comedy,115,7.4,181038
Meet the Fockers,2004,Comedy,115,6.3,180982
10 Things I Hate About You,1999,Comedy,97,7.2,180823
Kingdom of Heaven,2005,Action,144,7.2,180599
Zero Dark Thirty,2012,Drama,157,7.4,180419
Night at the Museum,2006,Action,108,6.4,179772
Red Dragon,2002,Crime,124,7.2,179649
From Dusk Till Dawn,1996,Action,108,7.3,179479
Fantastic 4: Rise of the Silver Surfer,2007,Action,92,5.6,178630
Jack Reacher,2012,Action,130,7.0,178560
Hulk,2003,Action,138,5.7,178411
Role Models,2008,Comedy,99,6.9,178357
Batman Returns,1992,Action,126,7.0,178378
Thank You for Smoking,2005,Comedy,92,7.6,178035
Underworld,2003,Action,121,7.0,177689
Almost Famous,2000,Drama,122,8.0,177437
The Graduate,1967,Comedy,106,8.1,177453
Liar Liar,1997,Comedy,86,6.8,177387
Apollo 13,1995,Adventure,140,7.6,176955
The Proposal,2009,Comedy,108,6.7,176895
The Secret Life of Walter Mitty,2013,Adventure,114,7.4,176887
Unknown,2011,Action,113,6.9,176368
The Blind Side,2009,Biography,129,7.7,176294
Changeling,2008,Drama,141,7.8,176050
A Bug&#x27;s Life,1998,Animation,95,7.2,175998
Panic Room,2002,Drama,112,6.8,175962
The Royal Tenenbaums,2001,Comedy,110,7.6,175988
Step Brothers,2008,Comedy,98,6.9,175791
Road to Perdition,2002,Crime,117,7.8,175648
Ace Ventura: Pet Detective,1994,Comedy,86,6.9,175579
Once Upon a Time in America,1984,Crime,229,8.4,175437
The Patriot,2000,Action,165,7.1,175408
Death Proof,2007,Action,113,7.1,175343
The Dictator,2012,Comedy,83,6.4,175168
Chinatown,1974,Drama,130,8.3,174936
Office Space,1999,Comedy,89,7.9,174784
Phone Booth,2002,Mystery,81,7.1,174231
Garden State,2004,Comedy,102,7.6,174055
The Grey,2011,Adventure,117,6.8,173943
Battleship,2012,Action,131,5.9,173931
Once Upon a Time in the West,1968,Western,175,8.7,173470
The Adjustment Bureau,2011,Fantasy,106,7.1,173184
Total Recall,2012,Action,118,6.3,172937
Pretty Woman,1990,Comedy,119,6.9,172862
Dawn of the Planet of the Apes,2014,Action,130,7.9,173630
School of Rock,2003,Comedy,108,7.1,172652
Chronicle,2012,Drama,84,7.1,172230
Pitch Black,2000,Action,109,7.1,172140
Taken 2,2012,Action,92,6.3,171993
Resident Evil,2002,Action,100,6.7,171869
American Pie 2,2001,Comedy,108,6.4,171771
Sucker Punch,2011,Action,110,6.1,171689
Angels &#x26; Demons,2009,Mystery,138,6.7,170710
GoldenEye,1995,Action,130,7.2,170283
To Kill a Mockingbird,1962,Drama,129,8.4,169875
Monsters University,2013,Animation,104,7.4,169811
Dredd,2012,Action,95,7.0,169730
Eastern Promises,2007,Crime,100,7.7,169653
21,2008,Biography,123,6.8,169565
Stranger Than Fiction,2006,Comedy,113,7.7,169432
Princess Mononoke,1997,Animation,134,8.4,169452
Shrek the Third,2007,Animation,93,6.0,169125
Old School,2003,Comedy,91,7.2,169023
Blow,2001,Biography,124,7.6,168618
Disturbia,2007,Drama,105,6.9,168229
The Ides of March,2011,Drama,101,7.2,168190
Contact,1997,Drama,150,7.4,167400
The Fountain,2006,Drama,96,7.4,167347
The Village,2004,Drama,108,6.5,167104
Dawn of the Dead,2004,Action,101,7.4,166900
Alien&#xB3;,1992,Action,114,6.4,166628
Lethal Weapon,1987,Action,110,7.6,166603
Notting Hill,1999,Comedy,124,7.0,166526
Crank,2006,Action,88,7.0,166352
Scent of a Woman,1992,Drama,156,8.0,166192
Walk the Line,2005,Biography,136,7.9,166050
RocknRolla,2008,Action,114,7.3,165555
Lincoln,2012,Biography,150,7.4,165149
I Am Number Four,2011,Action,109,6.1,165097
Enemy of the State,1998,Action,132,7.3,165077
Dark Shadows,2012,Comedy,113,6.3,164741
A History of Violence,2005,Crime,96,7.5,164532
Knowing,2009,Action,121,6.2,164508
Perfume: The Story of a Murderer,2006,Crime,147,7.5,163784
Dogma,1999,Adventure,130,7.4,163741
Atonement,2007,Drama,123,7.8,163673
The Reader,2008,Drama,124,7.6,163197
21 Grams,2003,Crime,124,7.7,163139
Vicky Cristina Barcelona,2008,Drama,96,7.2,162937
Jurassic Park III,2001,Action,92,5.9,162514
The Chronicles of Riddick,2004,Action,119,6.7,162205
Clerks.,1994,Comedy,92,7.9,162168
Gone Baby Gone,2007,Crime,114,7.7,162047
Batman &#x26; Robin,1997,Action,125,3.6,161974
The Blair Witch Project,1999,Horror,81,6.4,161632
True Lies,1994,Action,141,7.2,161573
Batman Forever,1995,Action,121,5.4,161443
The Lego Movie,2014,Animation,100,7.9,161115
